train_input_1,train_output_1
[-150 -615 718 -6 -316 857 -111 -69 -65 520 316 488 701 -957 -195 369 -253 96 517 -627 -679 763 975 851 911 -147 -623 -832 885 -545 879 -195 463 801 -128 -847 -348 5 478 980 -242 -575 -502 147 881 -749],31
[644 -964 -350 620 -298 -7 593 -77 -410 581 -238 836 -884 -938 -766 -942 -132 352 904 -510 -384 642 186 -286 796 954 768 -900 -900 624 -620 288 -732 638 -636 10 -494],4
[939 773 917 -459 -577 -99 -691 -742 -763 -35 -961 -141 200 333 7 -640 -173 -193 173 187 -55 -489 -487 -713 91],22
[-467 479 -925 622 629 940 -763 127 731 166 624 -419 809 306 371 -866 -342 535 -744 251 936 523 -203 -919 -451 -594 -265 -757 215 -960 321],20
[746 -852 607 487 80 378 -333 -969 587 509 707 561 -830 132 -213 -467 -161 -717],12
[-901 -640 39 -921 -323 -511 -496 243 -705 904 951 -982 681 700 -484 -659 -473 -787 -815 -202 -665 -933 600 -68 784 -259 -626 -720 -191 311 -485 582 617 554],20
[19],1
[462 -252 -682 -562 325 -902 840 325 -466 532 583 -145 -395 890 772 -500 368 -54 -738 -676 -27],6
[-466 286 -88 572 764 377 216 -424],1
[510 923 391 -370 717 229 -644 -192],4
[117 -625 -584 183 29 922 -518 -919 607 -587 -547 616 -783 30 183 135 -807 670 271 293 381 34 -986 797 -753 -844 -543 674 -893 755 -471 -275 661 -225 338 -312 505 21 -649 -211],28
[-177 161 -977 -780 -895 918 854 -126 -150 576 -84 221 -691 -776 77],7
[-296 928 -534 715 160 -316 -78 720 115 -882 -874 194 -840 384 793 414 -910 -974 -986 -106 574 -810 72],3
[-778 151 -238 22 -632 -792 658 -646 821 514 238 -658 326 883 825 970 256 -684 -200 214 256 384 -38 620 -892 976 398 562 -358 108 -126],4
[986 190 434 760 138 836 878 -398 -30 -416 -344 826 768 272 -684 -36 -756 -330 -669 652 750],1
test_input_1,test_output_1
[-147 115 607 -519 733 -655 -507 107 -909 -405 79 219 421 655 -881 617 187 727 -889 -549 23],21
[-859 -875 387 677 -827 -879 911 429 851 -921 541 129 993 885 -649 -303 -205 -307 -703 905 869 -917 489 -289 669 197 623 -509 -159 -399 13 947],32
[-905 -991 -395 505 -319 363 685 799 653 -177 715 487 423 -591 -889 297 -931 -511 385 381 73 629 277 -57 249 157 -83 -729 -453 -901 951 131 -721 -517 369],35
[-519 63 871 -347 319 579 -469 -671 275 437 89 283 -863 -131 -211 -635 -891 -227 -223 595 353 419 249 -185 741 241 561 917 -443 -805 663 529 -463 259 -283 133 -627 -175 801 971],40
[973 -547 -347 -753 -275 -679 643 467 255 707 797 215 261 429 819 113 473 895 183 645 605 -849 -167 -887 -399 467 -639 -409 -687 -93 123],31
[769 -935 385 -887 287 -773 447 751 695 17 -851 -709 353 -1 905 15 963 -743 275 225 629 677 231 -337 -27 -797 135 -399 -857 373 695 727 -959 965 -531 249 -585 -343 905 901],40
[143 635 223 637 -203 871 -883 -903 -151 939 197 -625 405 -201 941 771 557 -67 -329 463],20
[353 493 -595 359 -25 -679 659 -593 -853 171 -861 891 -957 407 447 39 353 577 945 419 -165 445 493 661 49 -541 -773 -355 99 417 743 -135 327 -45 -455 921 -921 -857],38
[-425 -815 -883 -697 -563 -625 -583 -489 -555 739 -593 781 -167 935 -115 -5 -637 -417 -595],19
[995 817 59 399 935 585 215 -23 807 -981],10
[-359 283 -995 393 761 -403 781 -127 -223 -345 941 -845 117 385 -293],15
[-215 -925 33 -825 -879 -155 129 879 781 -299 791],11
[125 819 -805 191 291 -939 559 -309 -125 191 -155 341 -87 807 661 -555 539 -415 -105 843 -779 825 -481 853 -321 -655 -601 171 81 315 761 343 719 625 -271 557 -793 -389 -199 -759 -541],41
[675 -629 919 961 309 -931 -553 115 -389 -175 411 617 -19 189 -959 293 -535 -939 651 651 645 -593 -935],23
[-843 -559 -311 -883 -361 397 507 199 -197 -151 -33 485 -629 981 299 825 -733 771 769 161 15 723 -611 687 -881 605 -197 997 -441 603 501 -779 145],33
[749 497 -341 787 799 -367 -629 5 -935 695 309 -289 -671 325 -125 -37 395 351 287 91 -261 409 -197 -681 379 -31 -173 -205 525 -873 -27 -381 -189 277 -597 -923 -659 -149 417],39
[265 -597 363 551 221 -11 -657 -303 661 -255 -155 297 457 15 -811 -719 -749 197 575 873 -427 -113 -317 479 -593 -423 -783 -835],28
[-843 909 113 -7 -903 -703 853 399 441 473 -453 -619 751 -683 -869 935 163 -337 665 289 -355 -429 -195 -799 739 759 465 117 333 355 695],31
[-37 801 649 -31 43 61 327 -921 347 -947 605 -231 -85 -993 247 525 -763 839 123 453 -619 59 -145 -169 -937 351 331 691 373 -257 -709 561 -319 139 -567 -105 591 581 -435 -457 855 -81 -133 -259 459 -895 69 -947 -829],49
[-433 801 303 -773 -203 -37 645 399 -429 -281 529 543 -951 413 69 973 -41 -187 -879 -239 867 -55 -473 -27 455 405 -373 119 -433 -511 -15 9 -799 -737 -217 875 -545 793 817 -515 -761 -989 -683 143 899 389 -343 -151 961],49
[977 -299 -601 -363 -173 -77 -293 -675 -265 -449 475 303 -867 -161 231 -951 -377 997 -353 305 -35 -309 657 661],24
[611 -705 -803 -261 143 137 -69 -549 -579 -985 989 297 493 57 -895 549],16
[101 -119 979 -221 605 949 9 -621 -525 -545 -557 -645 -959 695 -665 171 655 183 733 523 -105 -999 217 -211 -405 -951 -647 -405 757 -615 989 -899 -559 151 837 -995 -651 853 637 455 -439],41
[777 -389 857 -877 257 -247 255 567 -507],9
[-27 -291 -609],3
[-583 -303 725 255 -507 -235 711 -15 531 -231 661 559 -9 283 937 -211 47 -679 749 107 -719 831 601 487 -789 -833],26
[361 567],2
[985 -355 -557 -491 517 91 -971 -371 237 -909 -797 43 -241 207 459 -925 729],17
[899 -155 -845 -257 -9 657 -143 999 585 263 -737 -7 -267 893 -375 -177 -295 205 -217 587 -719 -197 237 737 -245],25
[-143 757 -679 -3 -271 -369 125 999 573 479 -83 131 307 813],14
[945 871 835 275 -319 -329 -521 261 -983 -407 615 959 641 -657 -523 -517 857 -495 -29 587 591 131 501 -525 327 -867 207 -999 -601 -595 909 101 391 899 -307 337 505 -437 215],39
[-561 -831 391 963 121 -613 3 319],8
[-513 533 -245 -883 591 479],6
[265 -685 777 -671 209 783 -129 17 -439 -549 555 -39 -409 741 433 275 -215 -785 701 295 569 369 -643 127 -773 -179 897 -861 -111],29
[-75 377],2
[-793 -463 -481 757 -141 -67 -629 -333 -411 699 -409 -365 509 -129 121 899 423 -381 -7 131 665 913 -319 149 995 475 883 175 371 -867 -591 367 167],33
[-313 -425 -381 -317 -267 431 -269 371 635 -923 109 305 23 815 863 -17 867 -35 -271 -599 -755 703 85 425 563 -709],26
[887 -813 341 47 -253 -55 297 -245 -379 741 41 -225 -533 187 473 263 735 -109 -415 607 935 -869 -525 319 963 423 -417 -481 537 995 451 169 -101 727 -523 443 187 -447 -137 175 791 705 657 539 -731 -415 595],47
[131 895 913 -559 -25 -203 693 -177 -103],9
[-375 559 917 -431 -987 -963 -843 -599 -91 -511 689 -657 271 889 615 -313 47],17
[-353 127 287 -473 457 -147 919 -419 -65 -817 151 -479 -743 583],14
