train_input_1,train_output_1
===================================================================================================?,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 1
average sentence length: 1.0"
!                                                                                                   ,"words of length 1: 1
number of sentences: 1
average sentence length: 1.0"
.hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 1
average sentence length: 1.0"
																																																																																																			?,"words of length 1: 1
number of sentences: 1
average sentence length: 1.0"
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@!,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 1
average sentence length: 1.0"
....................................................................................................,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 100
average sentence length: 0.01"
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 100
average sentence length: 0.01"
????????????????????????????????????????????????????????????????????????????????????????????????????,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 100
average sentence length: 0.01"
".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
","words of length 1: 50
number of sentences: 50
average sentence length: 1.0"
"?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?

?","words of length 1: 34
number of sentences: 34
average sentence length: 1.0"
"!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!D
!","words of length 1: 1
words of length 2: 33
number of sentences: 34
average sentence length: 1.0"
! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ,"words of length 1: 50
number of sentences: 50
average sentence length: 1.0"
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	,"words of length 1: 50
number of sentences: 50
average sentence length: 1.0"
"?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ?
y ","words of length 1: 50
number of sentences: 25
average sentence length: 2.0"
5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!5!,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 0
words of length 32: 0
words of length 33: 0
words of length 34: 0
words of length 35: 0
words of length 36: 0
words of length 37: 0
words of length 38: 0
words of length 39: 0
words of length 40: 0
words of length 41: 0
words of length 42: 0
words of length 43: 0
words of length 44: 0
words of length 45: 0
words of length 46: 0
words of length 47: 0
words of length 48: 0
words of length 49: 0
words of length 50: 0
words of length 51: 0
words of length 52: 0
words of length 53: 0
words of length 54: 0
words of length 55: 0
words of length 56: 0
words of length 57: 0
words of length 58: 0
words of length 59: 0
words of length 60: 0
words of length 61: 0
words of length 62: 0
words of length 63: 0
words of length 64: 0
words of length 65: 0
words of length 66: 0
words of length 67: 0
words of length 68: 0
words of length 69: 0
words of length 70: 0
words of length 71: 0
words of length 72: 0
words of length 73: 0
words of length 74: 0
words of length 75: 0
words of length 76: 0
words of length 77: 0
words of length 78: 0
words of length 79: 0
words of length 80: 0
words of length 81: 0
words of length 82: 0
words of length 83: 0
words of length 84: 0
words of length 85: 0
words of length 86: 0
words of length 87: 0
words of length 88: 0
words of length 89: 0
words of length 90: 0
words of length 91: 0
words of length 92: 0
words of length 93: 0
words of length 94: 0
words of length 95: 0
words of length 96: 0
words of length 97: 0
words of length 98: 0
words of length 99: 0
words of length 100: 1
number of sentences: 50
average sentence length: 0.02"
" M	

l .]k  %rG	\}8r 
k  UZ!  L4G 
.w
 Ej+ uf2e >O	l?R 9`z?<?\.","words of length 1: 3
words of length 2: 2
words of length 3: 6
words of length 4: 2
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 1
number of sentences: 7
average sentence length: 2.0"
"
h?.`m
F !Z fZVl.!J H!@
q?/=S|","words of length 1: 1
words of length 2: 1
words of length 3: 1
words of length 4: 0
words of length 5: 1
words of length 6: 1
words of length 7: 1
number of sentences: 7
average sentence length: 0.8571428571"
"?nW2!a '	 n1.hirp`s  lH)!? 7bJ/ ?;.VU) v(1]9""a.7  HX]Or=r
jh9""?`;r sQ \  {) j!""s :.
X?  L[8 ","words of length 1: 2
words of length 2: 4
words of length 3: 1
words of length 4: 2
words of length 5: 1
words of length 6: 2
words of length 7: 1
words of length 8: 1
words of length 9: 2
number of sentences: 12
average sentence length: 1.3333333333"
"V
uE) l6. b~rQ 	 H +p","words of length 1: 2
words of length 2: 1
words of length 3: 2
words of length 4: 1
number of sentences: 1
average sentence length: 6.0"
"Q ;!4 C 
x1+.^i
vD+","words of length 1: 2
words of length 2: 0
words of length 3: 2
words of length 4: 0
words of length 5: 0
words of length 6: 1
number of sentences: 2
average sentence length: 2.5"
"o.
l 
N6!C ? m
 3o@1Q
\DG J-`! .
_  (N.G*J).rJ""b
 !?\M? >}YnFf) .V9TZI","words of length 1: 5
words of length 2: 1
words of length 3: 1
words of length 4: 2
words of length 5: 2
words of length 6: 1
words of length 7: 1
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 1
number of sentences: 11
average sentence length: 1.2727272727"
?.  qWc$ 8  z2!Yg+ .!?j:)|V  DAv r2,"words of length 1: 1
words of length 2: 2
words of length 3: 1
words of length 4: 1
words of length 5: 0
words of length 6: 1
words of length 7: 0
words of length 8: 1
number of sentences: 6
average sentence length: 1.1666666667"
"Jm34
_""Xz{t[   [!Sn@4  SN~ 1z$eJ}:? }oNRGK|.
. 4 ,y\^.6!.=9!d u` \!!0
K(!3","words of length 1: 2
words of length 2: 1
words of length 3: 1
words of length 4: 3
words of length 5: 0
words of length 6: 1
words of length 7: 1
words of length 8: 2
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 1
number of sentences: 11
average sentence length: 1.0909090909"
"/TxWVP6A@ 4idO T""# %f?ihf
 T?ri!Pn   ;!&?^^	J  8 ! .  |jX@.?o7^..?w +z p {2zmX5","words of length 1: 5
words of length 2: 1
words of length 3: 1
words of length 4: 1
words of length 5: 0
words of length 6: 3
words of length 7: 1
words of length 8: 0
words of length 9: 1
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 1
number of sentences: 12
average sentence length: 1.1666666667"
" q} 	 ^ !&9oiC
 	I4GS8p.?&h
su .TFR +4  + =
5IU5*	jV*y","words of length 1: 3
words of length 2: 3
words of length 3: 0
words of length 4: 2
words of length 5: 1
words of length 6: 1
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 1
number of sentences: 4
average sentence length: 2.75"
" !n 
  v?","words of length 1: 0
words of length 2: 2
number of sentences: 2
average sentence length: 1.0"
"G )N \sIE   P::*:	/	 0.)<. !?7!LPb!ifb6:.sB 	-!mX  
[=u""< p7 [Z.!A>  ","words of length 1: 2
words of length 2: 2
words of length 3: 0
words of length 4: 2
words of length 5: 3
words of length 6: 1
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 1
number of sentences: 10
average sentence length: 1.1"
"=^)l`k&N? ;	 +G
yh3
?BE. +h2uI  hX-Z N. |=
5t S Wb. ~ o
h
 f
","words of length 1: 6
words of length 2: 4
words of length 3: 2
words of length 4: 2
words of length 5: 1
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 1
number of sentences: 5
average sentence length: 3.2"
" 3*(`
  C  ?KBF&%uTw	p a- 4X!W4w?f V.c(?! F![Z(x 6*m/  &cI *N	[vHR]#abg2!,:?
 !","words of length 1: 3
words of length 2: 2
words of length 3: 1
words of length 4: 2
words of length 5: 0
words of length 6: 2
words of length 7: 0
words of length 8: 1
words of length 9: 1
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 1
number of sentences: 10
average sentence length: 1.3"
"a%
!.!$NU
!!>V6y1?.q. Q0`L).L  n;cRsVg
>,& ","words of length 1: 0
words of length 2: 1
words of length 3: 1
words of length 4: 0
words of length 5: 0
words of length 6: 1
words of length 7: 2
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 1
number of sentences: 9
average sentence length: 0.6666666667"
?O? L^}35,"words of length 1: 0
words of length 2: 0
words of length 3: 1
words of length 4: 0
words of length 5: 1
number of sentences: 2
average sentence length: 1.0"
""" , A
^r tLl {# rMT b[>WN^I

*g\D|oZ@O&WJm/J`c?N
m?2!S+rLx}Qhr!D)t5	 zD`?zF","words of length 1: 3
words of length 2: 2
words of length 3: 2
words of length 4: 0
words of length 5: 0
words of length 6: 1
words of length 7: 1
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 0
words of length 17: 0
words of length 18: 1
words of length 19: 1
number of sentences: 5
average sentence length: 2.2"
"s
 ?.
  !
0
?!Ej!D ?!!4  ; /hm)""
D6!.?:@ )>?  Gv!  !&(7  .m9]  _`!.?48&7VN W>zM
| p7O ","words of length 1: 5
words of length 2: 1
words of length 3: 3
words of length 4: 4
words of length 5: 1
words of length 6: 1
words of length 7: 1
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 1
number of sentences: 19
average sentence length: 0.8947368421"
"q n.M/$!GAVp.4-%!m -!!.4qvI 4TQ? 
m o  >Jyx cy  rd-A
T9zj?4)?uS!d.du<h`tka-{+8.!3bz# ","words of length 1: 3
words of length 2: 1
words of length 3: 0
words of length 4: 3
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 1
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 0
words of length 15: 0
words of length 16: 1
words of length 17: 0
words of length 18: 0
words of length 19: 0
words of length 20: 0
words of length 21: 0
words of length 22: 0
words of length 23: 0
words of length 24: 0
words of length 25: 0
words of length 26: 0
words of length 27: 0
words of length 28: 0
words of length 29: 0
words of length 30: 0
words of length 31: 1
number of sentences: 14
average sentence length: 0.7142857143"
"  wTk{D
a64	3f  zL6v
. P!","words of length 1: 1
words of length 2: 2
words of length 3: 1
words of length 4: 1
words of length 5: 1
number of sentences: 2
average sentence length: 3.0"
"Y>	` Dr/+x@ %zaN3e)o.+{/` !$.U(  q mg 
Kn?)Y?   w~9ZK ?  $ g7    x x?r1=  +#.B;
W  2Q,
 ","words of length 1: 6
words of length 2: 3
words of length 3: 1
words of length 4: 0
words of length 5: 4
words of length 6: 2
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 1
number of sentences: 8
average sentence length: 2.125"
"
ln#
5e*CaVb
V1=!!Dp.# O
T","words of length 1: 2
words of length 2: 0
words of length 3: 1
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 1
words of length 8: 0
words of length 9: 1
number of sentences: 3
average sentence length: 1.6666666667"
"h_C  !ZJ16>[~!N
~ n [U
? .","words of length 1: 4
words of length 2: 1
words of length 3: 1
words of length 4: 0
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 0
words of length 10: 1
number of sentences: 4
average sentence length: 1.75"
"S?S1L .*$W ?! H"" UH CY w	YGr%- N~
","words of length 1: 1
words of length 2: 5
words of length 3: 0
words of length 4: 1
words of length 5: 2
number of sentences: 4
average sentence length: 2.25"
".U' 
<w^w '
4 S_7|h4uTb ~A;..@?!. 
cm  z3!	","words of length 1: 2
words of length 2: 1
words of length 3: 2
words of length 4: 1
words of length 5: 0
words of length 6: 0
words of length 7: 0
words of length 8: 0
words of length 9: 2
number of sentences: 7
average sentence length: 1.1428571429"
{pdW.. ,"words of length 1: 0
words of length 2: 0
words of length 3: 0
words of length 4: 0
words of length 5: 0
words of length 6: 1
number of sentences: 2
average sentence length: 0.5"
"  }? ?UBm2mcH F.E}VG# O?uj k:   |P U? .] n/
!?Iz{e K^(B *w  5d1:xd >lxzGY+5Y9!%V6 qs! ^
?LC^=","words of length 1: 1
words of length 2: 7
words of length 3: 1
words of length 4: 2
words of length 5: 1
words of length 6: 2
words of length 7: 1
words of length 8: 1
words of length 9: 0
words of length 10: 0
words of length 11: 0
words of length 12: 0
words of length 13: 0
words of length 14: 1
number of sentences: 11
average sentence length: 1.5454545455"
