train_input_1,train_output_1
[480 465 736 761 820 366 436 458 188 257],[480 465 736 761 820 366 436 458 188 257]
[836 368 54 23 682 561 511 514 839 879 786 697 612 109 99],[836 368 54 23 682 561 511 514 839 879 786 697 612 109 99]
[237 651 632 609 52 216 218 524 640 983 675 966 607 862 834 302 547 105 859 804 927 782 322 537 452 645 243 915 491 320 582 734 922 809 322 451 14 156 189 628 86 754 902 74],[237 651 632 609 52 216 218 524 640 983 675 966 607 862 834 302 547 105 859 804 927 782 322 537 452 645 243 915 491 320 582 734 922 809 322 451 14 156 189 628 86 754 902 74]
[-139 298 -863 -662 -365 -845 -757 -714 -89 -728 -942 -96 -593 -101 -226 872 -598 -806 -242 -85 374 -975 -976 -102 -434 -649 -641 395 -977 -485 663 -29 88 -597 702 206 -525 -767 -790 881 -156],[0 298 0 0 0 0 0 0 0 0 0 0 0 0 0 872 0 0 0 0 374 0 0 0 0 0 0 395 0 0 663 0 88 0 702 206 0 0 0 881 0]
[263 92 -441 203],[263 92 0 203]
[-839 504 367 655 123 866 119 103 548 723 139],[0 504 367 655 123 866 119 103 548 723 139]
[91 -168 471 -312 688 874 -981 664 -117 -779 49 -369 175 -554 837 -528 92 -159 -683 94 -229 929 -672 -187 927 -11 -348 -78 -892 918 990 552 625 265 -697 694 -565 95 153 -798 -930 -4],[91 0 471 0 688 874 0 664 0 0 49 0 175 0 837 0 92 0 0 94 0 929 0 0 927 0 0 0 0 918 990 552 625 265 0 694 0 95 153 0 0 0]
[62 -791 -29 -7 -657 370 537 -545 -454 -382 261 293 607 655 43 -904 572 580],[62 0 0 0 0 370 537 0 0 0 261 293 607 655 43 0 572 580]
[-879 -736 -546 -77 -523 -496 -651 -207 -54 -363 -308 -908 -810 -577 -279 -555 -969 -133 -705 -698 -539 -609 -53 -774 -970 -531 -989 -601 -840 -240 -447 -206 -690 -763 -973 -779 -654 -779 -925 -571 -232],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[59 -278 -202 -190 449 743 -224 -119 83 -312 -370 905 -934 269 368 200 -782 315 457 -383 875 554 303 -3 -754 906 -390 -713 -8 98 258 -502 -858 69 826 -518 -786],[59 0 0 0 449 743 0 0 83 0 0 905 0 269 368 200 0 315 457 0 875 554 303 0 0 906 0 0 0 98 258 0 0 69 826 0 0]
[-368],[0]
[15 169 536 982 310 348 -940 845 746 845 982 525 712 144 335 605 804 981 75 550 687 715 -553 496],[15 169 536 982 310 348 0 845 746 845 982 525 712 144 335 605 804 981 75 550 687 715 0 496]
[-129 -444 -661 -132 -143 130 -71 -586 728 -206 -358 -935 843 -148 631 -368 688 15 -156 -726 975 438 -737],[0 0 0 0 0 130 0 0 728 0 0 0 843 0 631 0 688 15 0 0 975 438 0]
[-624 263 834 -103 -889 -585 577 195 835 -167 272 -481 -116 80 880 -823 906 -521 -730 -647 -980 830 -166 980 200 -619 -323 748 379 676 488 -834 785 634 721 -122 550 -123 -675 -569 -613 -557 -833 650 101 430],[0 263 834 0 0 0 577 195 835 0 272 0 0 80 880 0 906 0 0 0 0 830 0 980 200 0 0 748 379 676 488 0 785 634 721 0 550 0 0 0 0 0 0 650 101 430]
[717 -221 -931 393 865 -278 112 -147 491 396 -91 592 163 -525 252 174 24 785 -913],[717 0 0 393 865 0 112 0 491 396 0 592 163 0 252 174 24 785 0]
[-334 811 -530 91 24 -719 21 -710 702 -395 987 -474 -354 -742 -175 -271 -346 290 724 -289 -669 908],[0 811 0 91 24 0 21 0 702 0 987 0 0 0 0 0 0 290 724 0 0 908]
[185 942 108 725 534 902 322 894 69],[185 942 108 725 534 902 322 894 69]
[715 -596 -271 129 75 692 -858 607 513 882],[715 0 0 129 75 692 0 607 513 882]
[42 -784 295 658 -885 626 534 -742 830 -68 659 -525 -892 713 -157 -470 -99 310 362 -328 567 714 -756 -649 -421 640 -980 951 -271 -91 -759 -673 -785 -848 250 -941 123 991 -932 -147 -769 -120],[42 0 295 658 0 626 534 0 830 0 659 0 0 713 0 0 0 310 362 0 567 714 0 0 0 640 0 951 0 0 0 0 0 0 250 0 123 991 0 0 0 0]
[-336 18 748 -808 -86 332 -154 185 -260 -124 85 -878 -866 -391 -443 469 119 725 -141 -926 -833 -517 -177 267 -520 -114 -198 -392 -319 -233 -965 121 -288 -90 -982 -542 -508 -839 585 473 -964 -873 975 -246 -199 -15 500 -20],[0 18 748 0 0 332 0 185 0 0 85 0 0 0 0 469 119 725 0 0 0 0 0 267 0 0 0 0 0 0 0 121 0 0 0 0 0 0 585 473 0 0 975 0 0 0 500 0]
[103 623 522 225 205 242 826 170 198 143 503 25 468 100 142 508 881 64 27 573 513 273 665 659],[103 623 522 225 205 242 826 170 198 143 503 25 468 100 142 508 881 64 27 573 513 273 665 659]
[-521 -864 740 400 720 -252],[0 0 740 400 720 0]
[-218 -876 77 -403 -877 -647 -327 -791 -87 266 -894 231 -15 -368 42 -64 -502 -737],[0 0 77 0 0 0 0 0 0 266 0 231 0 0 42 0 0 0]
[-140 -134 -641 -410 -456 -644 -313 -848 99 466 -544 922 -44 3 -937 638 688 820 -44 -887 690 -42 -932 202 -212 109 466 -897 -296 -32 675 -523 -367 33 152 669 -125 -226 -168 -82 816 -770],[0 0 0 0 0 0 0 0 99 466 0 922 0 3 0 638 688 820 0 0 690 0 0 202 0 109 466 0 0 0 675 0 0 33 152 669 0 0 0 0 816 0]
[-117 -935 -521 -603 822 -609 -775 -995 -61 -198 -798 -469 -158 536 -261 -884 -493 -773 -47 -573 -646 -287 -256 -181 -537 -469 545 -922 -722 -487 -841 -268 -375 -989 -787 -431 -474 -382 -616 -191 -670 -4 -625 -199 -613],[0 0 0 0 822 0 0 0 0 0 0 0 0 536 0 0 0 0 0 0 0 0 0 0 0 0 545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[934 332 652 -459 931 351 -399 665 453 913 -264 -398 -619 128 -20 -42 -850 -428 83 220 312 -793 84 379 949 -452 931 -983 588 -230 897 587 351 265 -547 703 815 -272 -996 -277 663 94 -195 399 -133 -63 -476 -73 -72 -121],[934 332 652 0 931 351 0 665 453 913 0 0 0 128 0 0 0 0 83 220 312 0 84 379 949 0 931 0 588 0 897 587 351 265 0 703 815 0 0 0 663 94 0 399 0 0 0 0 0 0]
[959 20 491 815 998 -339 740 614 452 842],[959 20 491 815 998 0 740 614 452 842]
[-840 495 -200 -650 -484 -378 33 -591 820 -571 505 452 -790 949 -900 -778 -830 931 827 -586 106 153],[0 495 0 0 0 0 33 0 820 0 505 452 0 949 0 0 0 931 827 0 106 153]
[711 39 -636 636 660 19 458 931 24 -740 212 837 259 362 936 15 321],[711 39 0 636 660 19 458 931 24 0 212 837 259 362 936 15 321]
[-942 -142 582 746 -401 -676 -87 329 -497 -831 -872 -250 -436 -4 25 639 -276 -273 -861 668 -373 482 580 -572 -473 -791 518 -79 -518 -437 -198 -587 -449 -159 -374 -39 848 -367 -772 -889 -387 -823 -978 -853 -526],[0 0 582 746 0 0 0 329 0 0 0 0 0 0 25 639 0 0 0 668 0 482 580 0 0 0 518 0 0 0 0 0 0 0 0 0 848 0 0 0 0 0 0 0 0]
[-772 970 155 -17 55 416 850 717 736 584 172 985 -819 194 -910 970 470 -732 66 642 907 -828 872 661 196 -945 -720 735 625 325 335 701 319 351 -394 -514 700 947 259 598 677 287 -155 573],[0 970 155 0 55 416 850 717 736 584 172 985 0 194 0 970 470 0 66 642 907 0 872 661 196 0 0 735 625 325 335 701 319 351 0 0 700 947 259 598 677 287 0 573]
[-345 482 -828 122 -131 -561 589 -782 123 -277],[0 482 0 122 0 0 589 0 123 0]
[-602 -675 545 65 758],[0 0 545 65 758]
[427 436 544 197 200 -736 -587 -601 -211],[427 436 544 197 200 0 0 0 0]
[791 -275 947 -179 364 396 -381 -301 -735 -654 384 254 -767 -44 -567 -276 -275 989 483 893 -795 952 -270 -426 -44 325 -660 592 81 -166],[791 0 947 0 364 396 0 0 0 0 384 254 0 0 0 0 0 989 483 893 0 952 0 0 0 325 0 592 81 0]
[-18 -351 -91 -20 -731 409 -184 -396 -879 -505 -40 -476 -452 -563 -966 -329 -65 -451 -102 -415 -897 898 -335 -564 -574 -926 -572 -412 -922 -123 -650 -150 -409 -477 -963 -994 -412 -170 -200 -601 877 -960 -61 -535 111 -855 -789 -647 -374],[0 0 0 0 0 409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 877 0 0 0 111 0 0 0 0]
[341 676 -630 706 653 118 913 690 370 120 573 982 -920 751 701 235 308 -835 495 535 458 800 984 749 247 -994 222 -735 412 -149],[341 676 0 706 653 118 913 690 370 120 573 982 0 751 701 235 308 0 495 535 458 800 984 749 247 0 222 0 412 0]
[120 -569 532 -172 -987 -893 -94 679 123 -903 -346 193 414 932 558 -423 63 414 -617 -956 -552 -628 985 -991 -585 710 -346 -608 1000 -74 -791 -472 571 314 -30 814 -669 -609 -522 -429 338 -135 -142 -593 -653 -851 -937],[120 0 532 0 0 0 0 679 123 0 0 193 414 932 558 0 63 414 0 0 0 0 985 0 0 710 0 0 1000 0 0 0 571 314 0 814 0 0 0 0 338 0 0 0 0 0 0]
[499],[499]
[965 -788 654 451 837 489 588 -813 -762 183 830 379 706 631 439 -228 -989 287 -785 590 704 567 422 864 -298 119 197 710 -486 -782 -607 660 449 537 -232 395 676 -443 -242 518 294 -800 -521 -32 -984 -189],[965 0 654 451 837 489 588 0 0 183 830 379 706 631 439 0 0 287 0 590 704 567 422 864 0 119 197 710 0 0 0 660 449 537 0 395 676 0 0 518 294 0 0 0 0 0]
[-276 528 -595 953 934 142 848 14 345 -864 764 74 -857 97 972 981 -502 -821 116 -988 121 603 853 38 387 348 406 833 583 963 509 81 940],[0 528 0 953 934 142 848 14 345 0 764 74 0 97 972 981 0 0 116 0 121 603 853 38 387 348 406 833 583 963 509 81 940]
[-697 714 -11 631 985 738 325 423 -571],[0 714 0 631 985 738 325 423 0]
[494 427 226 308 647 110 465 363 528 629 221 338 921 333 6 952 758 910 923 970 449 237 2 593],[494 427 226 308 647 110 465 363 528 629 221 338 921 333 6 952 758 910 923 970 449 237 2 593]
[-209 138 194 173 -948 374 645 679 648 296 409 363 -896 -721 938 445 -384 657 466 -611 427 -301 419 554 941 -665 508 523 561 543 -339 626 -128 884 587 -591 514 347 73 537],[0 138 194 173 0 374 645 679 648 296 409 363 0 0 938 445 0 657 466 0 427 0 419 554 941 0 508 523 561 543 0 626 0 884 587 0 514 347 73 537]
[381 670 -731 -556 185 988 224 -861 -852 -99],[381 670 0 0 185 988 224 0 0 0]
[-963 -441 -337 -690 936 -656 -831 -290 -255 510 -423 569 -971 912 534 500 166 -916 -372 -330 886],[0 0 0 0 936 0 0 0 0 510 0 569 0 912 534 500 166 0 0 0 886]
[421 -55 589 890 682 146 463 242],[421 0 589 890 682 146 463 242]
[35 539 324 295 168 777 314 472 -101 931],[35 539 324 295 168 777 314 472 0 931]
[-286],[0]
[-845 -275 250 234 3 574 381 724 -494 -481 111 -779 157 214 -209 -732 700 -312 323 -955 118 598 290],[0 0 250 234 3 574 381 724 0 0 111 0 157 214 0 0 700 0 323 0 118 598 290]
[789 -575 893 -382 773 792 531 -747 933 -151 414 795 708 -356 974 -39 -694 -857 -548 -451 711 -43 353 -924 73],[789 0 893 0 773 792 531 0 933 0 414 795 708 0 974 0 0 0 0 0 711 0 353 0 73]
[-788 -209 -294 285 993 -128 24],[0 0 0 285 993 0 24]
[401 -41 -472 -545 888 300 940 -746 683 168 -180 931 -89 354 235 753 463 -563 -92 -393 77 635 592 70 37 490 235 788 367 45 834 34 -53 911],[401 0 0 0 888 300 940 0 683 168 0 931 0 354 235 753 463 0 0 0 77 635 592 70 37 490 235 788 367 45 834 34 0 911]
[-147 639 -882 -317 -232 912 723 -839 276 -448 336 -325 -885 -423 -104 -136 -963 -207 679 984 -809 -439 234 523 -742 -544 789 763 -772 -114 170 102 841 -449 -921 -716 -182 -611 -28 -657 -816],[0 639 0 0 0 912 723 0 276 0 336 0 0 0 0 0 0 0 679 984 0 0 234 523 0 0 789 763 0 0 170 102 841 0 0 0 0 0 0 0 0]
[214 -747 177 -318 -684 -58 -892 669 914 -780 -519 747 -341 -987 733 -752 814 -760 644 -834 -269 647 156 178 172 -110 380 -765 604 283 -444 -510 846 244 783 57 -268 -678 -577 -316 250 -197],[214 0 177 0 0 0 0 669 914 0 0 747 0 0 733 0 814 0 644 0 0 647 156 178 172 0 380 0 604 283 0 0 846 244 783 57 0 0 0 0 250 0]
[516 193 940 36 477 0 259 644 -297 475 877 519 -881 823 391 302 39 316 -425 369 -685 -49 37 807 629 368],[516 193 940 36 477 0 259 644 0 475 877 519 0 823 391 302 39 316 0 369 0 0 37 807 629 368]
[-374 145 773 485 -771],[0 145 773 485 0]
[-541 573 -82 266 -369 -77 -596 -498 949 369 278 -73 -836 -442 -634 -495 -655 -526 -772 279 -663],[0 573 0 266 0 0 0 0 949 369 278 0 0 0 0 0 0 0 0 279 0]
[236 663 848 508 845 70 288 341 395 96 504 943 977 666 143 -374 37 867 404 73 871 437 603 688 93 526 927 969 464 922 434 161 826 723 589 381 25 49 445 511 720 119 95 513 230 461 126 372],[236 663 848 508 845 70 288 341 395 96 504 943 977 666 143 0 37 867 404 73 871 437 603 688 93 526 927 969 464 922 434 161 826 723 589 381 25 49 445 511 720 119 95 513 230 461 126 372]
[-598],[0]
[-693 -875 -259 -310 -452 -11 555 -585 -458 -472 -924 -204 -629 164 -950 -686 -405 -556 -706 -410 -96 -7 -238 57 -219 -227 -953 65 -511 -506 -32 -511 -174 -693 -862 -702 -977 -129 -39 -191 -448 -691 -8],[0 0 0 0 0 0 555 0 0 0 0 0 0 164 0 0 0 0 0 0 0 0 0 57 0 0 0 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[581 653 525 -918 337 630 706 -753 -699 969 931 -264 -963 373 237 -13 222 890 919 -920 168 884 -776 -174 455 600 -680 565 830 566 831 74 339 -599 -839 360 274 733 729 362 410 -339 -808],[581 653 525 0 337 630 706 0 0 969 931 0 0 373 237 0 222 890 919 0 168 884 0 0 455 600 0 565 830 566 831 74 339 0 0 360 274 733 729 362 410 0 0]
[-899 -798 -261 -192 -322 -780 -74 46 -408 -464 72 -49 -66 -33 -936 -99 -55 -408 -886 -34 -934 -701 -373 -47 -421 -920 -407 -810 -306 -603 -344 -972 -88 -773 -591 -615 -656 -715 -409 -748 -929 -544],[0 0 0 0 0 0 0 46 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[995 -461 -804 -809 -440 455 430 -975 -979 406 272 65 793 -414 540 1 -549],[995 0 0 0 0 455 430 0 0 406 272 65 793 0 540 1 0]
[938 -769 109 438 274 -934 -166 -845],[938 0 109 438 274 0 0 0]
[-815 -320 650 -266 -922 210 179 43 461 47 387 538 577 66 -241 362 387 143 -989 -702 714 203 -461 -91 44 327 -928 73 -475 903 -575 752 -95 -329 949 -178 -13 645 213],[0 0 650 0 0 210 179 43 461 47 387 538 577 66 0 362 387 143 0 0 714 203 0 0 44 327 0 73 0 903 0 752 0 0 949 0 0 645 213]
[-745 -478 -421 -118 -402 -318 -707 -203 -821 -877 -909 -749 -587 -500 -854 -651 -282 -632 665 -165 -668 -254 307 -666 -151],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 665 0 0 0 307 0 0]
[-272 -691 -82 220 -760 -937 -39 671 -342 -586 -403 277 -172 297 -670 192 -394 -292 782 -888 -301 -424 272 -616 -667 769 -581 -975 -551],[0 0 0 220 0 0 0 671 0 0 0 277 0 297 0 192 0 0 782 0 0 0 272 0 0 769 0 0 0]
[649 -173 -455 472 977 -243 729 963 981 135 -739 -558 751 635 78 -847 106 -915 981 108 389 6 740 -343 692 566 946 -289 -289 871 -549 -319 -627 -680 422 789],[649 0 0 472 977 0 729 963 981 135 0 0 751 635 78 0 106 0 981 108 389 6 740 0 692 566 946 0 0 871 0 0 0 0 422 789]
[863 123 319 -959 487 -558 674 989 576 -151 -990 -264 940 531 -849 -435 -428 -433 137 -262 773 64],[863 123 319 0 487 0 674 989 576 0 0 0 940 531 0 0 0 0 137 0 773 64]
[-484 -167 -336 588 -856 -657 -504 -482 -952 -284 -272 -20 -135 -87 -428 -714 -967],[0 0 0 588 0 0 0 0 0 0 0 0 0 0 0 0 0]
[-242 845 362 357 316 116 308 348 -815 236 651 77 797 677 454 -158 343 790 233 504 481 239 -263 151 277 -134 916 232 777 -793 772 -750 266 541 156 443 584 -677 -264 288 -130 266 634 72 290 622 409 380],[0 845 362 357 316 116 308 348 0 236 651 77 797 677 454 0 343 790 233 504 481 239 0 151 277 0 916 232 777 0 772 0 266 541 156 443 584 0 0 288 0 266 634 72 290 622 409 380]
[-535 -969 111 -952 179],[0 0 111 0 179]
[693 828 -756 197 -617 85 631 448 -932 718 907 -804 -166 747 424 -243 -590 346 512 5 -839 480 764 266 369 -400 -997 667 552 339 437],[693 828 0 197 0 85 631 448 0 718 907 0 0 747 424 0 0 346 512 5 0 480 764 266 369 0 0 667 552 339 437]
[634 587 456 816 388 389 252 729 599 299 492 123 -47 -940 -329 -183 133 -136 196 956 10 412 -914 456 588 658 277 15 -707 680 933 150 28 -831 -768 461 329 748 36 292 403 766 118 974 107 797 584 826 780 129],[634 587 456 816 388 389 252 729 599 299 492 123 0 0 0 0 133 0 196 956 10 412 0 456 588 658 277 15 0 680 933 150 28 0 0 461 329 748 36 292 403 766 118 974 107 797 584 826 780 129]
[-825 721 -162 728 83 -198 -654 -893 -702 815 191 634 499],[0 721 0 728 83 0 0 0 0 815 191 634 499]
[210 656 -427 811 -908 -428 151 21 339 669 968 922 17 551],[210 656 0 811 0 0 151 21 339 669 968 922 17 551]
[-541 -258 -984 -385 -737 -751],[0 0 0 0 0 0]
[734 -179 551 -672],[734 0 551 0]
[-816 -716 -908 418 -547 731 500 359 119 983 -175 36 -245 -730 436 554 -81 867 772 -172 -795 701 174 -168 -96 -244 529 989],[0 0 0 418 0 731 500 359 119 983 0 36 0 0 436 554 0 867 772 0 0 701 174 0 0 0 529 989]
[-629],[0]
[-520 343 571 786 219 975 -854 784 342 329 -510 751 716],[0 343 571 786 219 975 0 784 342 329 0 751 716]
[-708 41 200 696 224],[0 41 200 696 224]
[-329],[0]
[578 848 195 722 -870 727 734 664 858 454 266 123 844 990 1000 -612 357 230 56 -657 823 801 44 103 263],[578 848 195 722 0 727 734 664 858 454 266 123 844 990 1000 0 357 230 56 0 823 801 44 103 263]
[490 -751 -767 -553 -322 -935 -712 -541 -647 -859 -369 -12 656 279 -893 -369 -854 -216 285 -503 -925],[490 0 0 0 0 0 0 0 0 0 0 0 656 279 0 0 0 0 285 0 0]
[896 589 261 49 -963 649],[896 589 261 49 0 649]
[-60 711 -916 -241 -108 546 -973 -844 -61 -69 -922 -182 699 411 633 -508 -645 -197 -405 588 511 112],[0 711 0 0 0 546 0 0 0 0 0 0 699 411 633 0 0 0 0 588 511 112]
[-822 -147 -1000 -813 -798 -540 -759 -914 -744 -718 -615 -516 -503 -133 -196 -229 -74 -528 -170 -888 -285 -834 -377 -387 -817 -101 -421 -245 -832 -157 -740 -322 -225 -530 -837 -900 -715 -727 -338 -516 -952 -367 -546 -335 -113 -215],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[364 -337 -342 797 741 -912],[364 0 0 797 741 0]
[-574 22 379 88 390 160 -568 298 79 -822 574],[0 22 379 88 390 160 0 298 79 0 574]
[-653 -998 164 -531 -103 -792],[0 0 164 0 0 0]
[-714],[0]
[-728 365 -20 -520 114 -196 600 415 462],[0 365 0 0 114 0 600 415 462]
[-5 763 -493 -37 -111 388 -994 -246],[0 763 0 0 0 388 0 0]
[-241 936 84 -283],[0 936 84 0]
[671 102 -548 -972 849 785 -924 -930 748 -908 -209 905 543 342 886 977 250 545 630 263 539 937 -408 -174 273 815 584 750 523 -432 -516 843 136 419 176],[671 102 0 0 849 785 0 0 748 0 0 905 543 342 886 977 250 545 630 263 539 937 0 0 273 815 584 750 523 0 0 843 136 419 176]
[-641 -580 -368 -327 -981 -805 887 -730 -155 -144 -750 -644 -748 809 -500 -280 -450 -134 136 -631 -767 -31 -984 -324 -661 -869 -913 -583 -504 868 1000],[0 0 0 0 0 0 887 0 0 0 0 0 0 809 0 0 0 0 136 0 0 0 0 0 0 0 0 0 0 868 1000]
[75 -594 73 -922 -832 -723 856 316 -450 -264 -554 -35 -540 46 -62 -319 -258 215 -33 645 -17 697 -810 -921 -729 -752 -886 -259 -552 -275 -341 265 -158 -478 715 -720 -866 -794 11 336],[75 0 73 0 0 0 856 316 0 0 0 0 0 46 0 0 0 215 0 645 0 697 0 0 0 0 0 0 0 0 0 265 0 0 715 0 0 0 11 336]
[-389 -427 -627 -765 -341 -959 -367],[0 0 0 0 0 0 0]
[602 -768 -577],[602 0 0]
[-972 -229 -325 -70 -629 423 439],[0 0 0 0 0 423 439]
[-984 9 644 848 693 -948 285 -55 836 965 98],[0 9 644 848 693 0 285 0 836 965 98]
[-354 399 -665 -748 545 749 177 -748 718],[0 399 0 0 545 749 177 0 718]
[-82 -372 -929 -895 -605 430 131 -278 -237 -736 -647 -776 -105],[0 0 0 0 0 430 131 0 0 0 0 0 0]
[-351 334 260 948 918 -999 431 171 200 161 -832 -836 435 895 292 795 -474 883 837 881 235 -443 890 883 657 435 179 57 -364 875 -945 500 16 154 505 687 826],[0 334 260 948 918 0 431 171 200 161 0 0 435 895 292 795 0 883 837 881 235 0 890 883 657 435 179 57 0 875 0 500 16 154 505 687 826]
[748 -259 892 276 -44 -945 600 -613 -507 336 597 265 538 557 -611 278 603],[748 0 892 276 0 0 600 0 0 336 597 265 538 557 0 278 603]
[723 498 467 -718 -450 396 -220 -360 -308 -423 527 -73 -903 -678 -145 392 -844 -133 -441 565 -734 -218 -510 943 104 349 -767 -1000 402 -545 -4 2 -195 -130],[723 498 467 0 0 396 0 0 0 0 527 0 0 0 0 392 0 0 0 565 0 0 0 943 104 349 0 0 402 0 0 2 0 0]
[-850],[0]
[-497 -365 -486 641 -869 -736 -783 -814 -139 -334 -622 -562 -294 -363 -924 -836 -802 -373 -1 -454 -159 -401 -95 -249 -419 -715 -54 849 -743 -912 -401 -30],[0 0 0 641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 849 0 0 0 0]
[795 801 802 624 644 702 603 -829 341 843 442 69 869 819],[795 801 802 624 644 702 603 0 341 843 442 69 869 819]
