train_input_1,train_input_2,train_output_1
[420 -957 684 -641 477 -883 -367 -417 269 -44 822 194 -79 -551 874 -310 -578 608 -328 -946 -865 -901 114 -976 123 -798 495 542 -641 -750 -434 -372 -812 406 745 100 -6 718 -645 -575 -63 -314],[-314 -63 -575 -645 718 -6 100 745 406 -812 -372 -434 -750 -641 542 495 -798 123 -976 114 -901 -865 -946 -328 608 -578 -310 874 -551 -79 194 822 -44 269 -417 -367 -883 477 -641 684 -957 420],true
[524 803],[803 524],true
[139 719 -750 -519],[-519 -750 719 139],true
[989 946 -162 -528 343 536 -216 -246 62 805 926 311 936 -968 217 -51 -858 -84 678 -112 -967 79 -432 -956 -543 -246 140 16],[16 140 -246 -543 -956 -432 79 -967 -112 678 -84 -858 -51 217 -968 936 311 926 805 62 -246 -216 536 343 -528 -162 946 989],true
[-254 -304 244 804 361 -498 472 -414 907],[907 -414 472 -498 361 804 244 -304 -254],true
[248 265 734 615 911 -472 415 883 -930 507 51 -579 -959 512 12 107 -971],[-971 107 12 512 -959 -579 51 507 -930 883 415 -472 911 615 734 265 248],true
[375 -502 -479 -383 203 -73 -507 749 394 911 -439 -710 -976 274 349 525 -889 505 961 -675 248 585 764 -270 -741 562 -137 850 -431 860 527 -645 700 -624 944 789 595 -295 91 547],[547 91 -295 595 789 944 -624 700 -645 527 860 -431 850 -137 562 -741 -270 764 585 248 -675 961 505 -889 525 349 274 -976 -710 -439 911 394 749 -507 -73 203 -383 -479 -502 375],true
[-277 -911 -996 -449 535 888 -819 73 998 890 762 660 213 655 512 245 730 -172 -482 -552 -341 288 -113 421 -200 -892 968 -395 -759],[-759 -395 968 -892 -200 421 -113 288 -341 -552 -482 -172 730 245 512 655 213 660 762 890 998 73 -819 888 535 -449 -996 -911 -277],true
[310 -679 -415 338 -275 65 876 662 -697 -460 -968 -839 442 -409 -529 124 206 471 764 -65],[-65 764 471 206 124 -529 -409 442 -839 -968 -460 -697 662 876 65 -275 338 -415 -679 310],true
[-192 -847 359 683 -658 -701 504 29 428 364 49 257 -663 -105],[-105 -663 257 49 364 428 29 504 -701 -658 683 359 -847 -192],true
[93 844 725 -696 920 919 30 -480 -717 -667 94 -676 730 -197 165 -223 788 981 -385 609 -180 708 885 -960 486 679 -134 204 680 556 -114 604 633 -393],[-393 633 604 -114 556 680 204 -134 679 486 -960 885 708 -180 609 -385 981 788 -223 165 -197 730 -676 94 -667 -717 -480 30 919 920 -696 725 844 93],true
[-993 460 499 854 796 -302 -9 -411 529 787 719 885 -587 810 449 -290 16 788 900 -544 780 108 -830 -259 -684 280 998],[998 280 -684 -259 -830 108 780 -544 900 788 16 -290 449 810 -587 885 719 787 529 -411 -9 -302 796 854 499 460 -993],true
[605 648 14 589 16 -236 724 -694 85 -947 7 -131 -261 843 339 -82],[-82 339 843 -261 -131 7 -947 85 -694 724 -236 16 589 14 648 605],true
[968 -63 661 -269 289 -889 -353 641 295 814 36 -768 -132 876],[876 -132 -768 36 814 295 641 -353 -889 289 -269 661 -63 968],true
[-897 939 -451 -865 -123 534 943 428],[428 943 534 -123 -865 -451 939 -897],true
[-953 60 -279 619 966 606 829 -116 -802],[-802 -116 829 606 966 619 -279 60 -953],true
[371 -894 752 -614 -208 968 -561 -293 -45 527 424 914 760 656 286 -609 124 247 784 -657 -924 -552 -412 231 -925 10 522 -622 -175 -566 -92 999 -610 392],[392 -610 999 -92 -566 -175 -622 522 10 -925 231 -412 -552 -924 -657 784 247 124 -609 286 656 760 914 424 527 -45 -293 -561 968 -208 -614 752 -894 371],true
[643 -350 -391 286 138 -660 -244 -148 -470 976 -168 -456 -982 523 94 -367 -50 -881 9 -289 -337 891 -219 747 562 769 265 895 477 -66 632 516 606 469 106 273 -460 -933 -105 -781 553 -762 -576 141 -784 -264 720 321 564 -671],[-671 564 321 720 -264 -784 141 -576 -762 553 -781 -105 -933 -460 273 106 469 606 516 632 -66 477 895 265 769 562 747 -219 891 -337 -289 9 -881 -50 -367 94 523 -982 -456 -168 976 -470 -148 -244 -660 138 286 -391 -350 643],true
[543 616 591 933 -834 281 758 -149 845 -223 -792 433 -469 411 -520 -396 307 927 265 -162 795 918 281 -290 -894 -382 748 26 -658 -669 -316 953],[953 -316 -669 -658 26 748 -382 -894 -290 281 918 795 -162 265 927 307 -396 -520 411 -469 433 -792 -223 845 -149 758 281 -834 933 591 616 543],true
[979 933 466 682 515 -54 -614 853 409 -216 -934 621 -907 -598 639 -357 392 464 -702 899 906 973 419 -843 191 -842 -490 676 -190 -963 -82 42 -122 -717 -825 930],[930 -825 -717 -122 42 -82 -963 -190 676 -490 -842 191 -843 419 973 906 899 -702 464 392 -357 639 -598 -907 621 -934 -216 409 853 -614 -54 515 682 466 933 979],true
[398 863 -388 117 490 -912 -131 -791 -295 444 -587 -150 323 783 565 -998 592 -439 -471 598 677 74 821 -684 -381 -853 -193 -941 121 222 765 -728 298 -189 -250 228 -739 -707],[-707 -739 228 -250 -189 298 -728 765 222 121 -941 -193 -853 -381 -684 821 74 677 598 -471 -439 592 -998 565 783 323 -150 -587 444 -295 -791 -131 -912 490 117 -388 863 398],true
[559 205 -97 -851 -911 -921 -370 107 -901 165 -827 328 -268 -598 -147 -853 461 -413 330 43 -189 -504 -945],[-945 -504 -189 43 330 -413 461 -853 -147 -598 -268 328 -827 165 -901 107 -370 -921 -911 -851 -97 205 559],true
[761 61 -617 937 -427 -183 321 -327 -73],[-73 -327 321 -183 -427 937 -617 61 761],true
[243 -935 -66 -90 -878 -39],[-39 -878 -90 -66 -935 243],true
[782 -533 504 879 558 -661 -510 167 202 886 -792 338 -387 127 811 545 484 -138 362 -679 89 -318 628 937 -842],[-842 937 628 -318 89 -679 362 -138 484 545 811 127 -387 338 -792 886 202 167 -510 -661 558 879 504 -533 782],true
[674 -718 446 -563 -572 -178 -352 581 2 -922 671 527 -279 -555 -536 -483 998 -234],[674 -718 446 -563 -572 -178 -352 581 2 -922 671 527 -279 -555 -536 -483 998 -234],false
[950 824 958 575 628 -672 159 31 553 906 -321 655 829 930 473 774 -544 564 -170 -664 950 5 776 -883 216 -319 -470 172 354 -385 857 -143 942 -104 205 518 898 980 835],[950 824 958 575 628 -672 159 31 553 906 -321 655 829 930 473 774 -544 564 -170 -664 950 5 776 -883 216 -319 -470 172 354 -385 857 -143 942 -104 205 518 898 980 835],false
[-215 369 932 -954 227 270],[-215 369 932 -954 227 270],false
[577 177 -233 929 1000 607 670 -786 -16 11 -673 334 -884 900 -230 -698 -494 78 -986 147 558 -423 -523 818 237],[577 177 -233 929 1000 607 670 -786 -16 11 -673 334 -884 900 -230 -698 -494 78 -986 147 558 -423 -523 818 237],false
[-693 561 -614 -223 -265 879 433 112 732 720 -780 -668 288],[-693 561 -614 -223 -265 879 433 112 732 720 -780 -668 288],false
[622 -392 103 159 669 -343 577 -891 716],[622 -392 103 159 669 -343 577 -891 716],false
[861 -471 -101 -786 552 -334 -412 -452 -999 84 466 -349 -10 -162 28 -158 -680],[861 -471 -101 -786 552 -334 -412 -452 -999 84 466 -349 -10 -162 28 -158 -680],false
[-283],[-283],true
[164 527 535 95 976 376 873 -419 190 991 -73 -533 763 -945 188 188 -298 -608 -683 -276 -452 -561 935 161 -582 704 -802 -798 -433 579 243 -182 -185 611 958 89 822 711 345 95 -517 -951],[164 527 535 95 976 376 873 -419 190 991 -73 -533 763 -945 188 188 -298 -608 -683 -276 -452 -561 935 161 -582 704 -802 -798 -433 579 243 -182 -185 611 958 89 822 711 345 95 -517 -951],false
[-525 69 -86 357 -115 -221 198 -287 -218 646 -354 -463 707 340 470],[-525 69 -86 357 -115 -221 198 -287 -218 646 -354 -463 707 340 470],false
[-120 -380 290 115 771 552 -714 -797 -92 356 -960 361 928 420 953 808 400 502 -968],[-968 502 400 -858 547 420 928 361 -960 356 -92 -797 -714 552 771 115 290 -880 -120],false
[-227 465 -131 946 -412 -270 809 -690],[-527 198 -270 -412 -410 -131 626 -227],false
[820 -521 662 -527],[-130 662 -521 820],false
[-519 841 -569 -85 618 524 455 708 -234 393 383 503 410 -746 -280 -5 -331 -140 -426 99 -711],[-711 99 -426 -140 912 -5 -280 -746 410 231 383 393 -234 708 455 524 618 -85 -569 841 -519],false
[819 835 -183 250 153 -340 295 424 -768 76 98 -399 -216 507 168 -541 -25 231 311 350 263 -136 -209 -598 169 997],[997 169 -598 -209 -136 263 350 311 231 -605 -541 168 507 -216 -399 98 76 -768 424 -807 -340 153 250 -183 835 819],false
[-263 376 707 -251 904 682 321 54],[54 321 -736 904 937 707 376 -263],false
[683 999 -520 -449 -277 62 830 354 415 236 527 897],[897 355 236 415 354 -345 62 -277 -449 -520 999 683],false
[-997 -827 -547 444 -324 228 14 -629 644 -26 -832 -742 745 -403 -971],[-831 -403 745 -742 -832 -26 644 -629 14 228 -324 444 -547 -827 362],false
[-198 668 250 -933 564 673 676 -728 -740 -476 -509 720 764 642 421 783 185 619 623 478 -205],[-205 478 623 619 989 783 421 642 764 720 -509 227 -740 -728 676 673 564 -933 642 668 807],false
[577 -314 335 265 -1 515 -623 761 -18 827 -355 307 817 71 -779 -948 213 -787 667],[667 -787 213 -948 -779 71 817 307 -355 796 -950 761 -623 515 -1 265 335 -314 577],false
[-876 412 -228 221 -385 -412 -21 400 321 -12 287 785 429 -216 -95 511 25 843 488 515 999 -971 -484 -704 -28],[327 -704 -484 51 999 515 488 843 25 511 -95 -216 429 785 287 -12 321 400 -21 -506 -385 221 -228 412 -876],false
[610 -184 114 86 129 -817 631 402 564 560 -676 -743 442 747 -823 268 767 -42 385 -39 -896 957 -275 -163 98 -293 -479 51 820 577 -624 -799 612 -677 359 231 600 -532 239 187 -546 -880 -701 614 -495 932 -5 -179],[-179 -5 40 -495 614 -701 -880 -546 187 239 -532 600 231 359 -677 612 -799 -624 577 820 51 -479 -293 98 -163 969 -210 -896 -39 385 -42 767 268 -823 747 442 -743 -676 560 564 402 631 -817 129 86 114 -184 610],false
[-401 997 -423 979 -99 -712 294],[294 -712 -99 979 -684 997 -401],false
[-109 -927 -335],[-335 -208 470],false
[-820 350 731 667 384 212 -122 712 882 -832 653 267 -753 634 245 -953 -135],[-135 -953 245 634 -753 267 653 829 882 61 -198 212 384 667 731 350 -820],false
[-989 540 -844 -260 197 191],[191 197 -131 -844 591 -989],false
[-570 602 574 390 688 -97 -584 -431 969 485 -764 11 487 702 -256 -893 -475 -15 747 795 455 350 -978 347 795 37 -561 870 642 367],[367 642 870 -561 37 91 347 -978 350 455 -453 747 -15 -373 -893 -256 702 910 11 -764 485 969 -431 -584 -97 688 390 875 602 -570],false
[-520 -812 812 -284 -476 -918 -721 99 -990 -52 -774 695],[695 -774 -52 -990 99 -721 -918 -476 -284 -237 -812 -520],false
[714 -385 521 945 -934 -454 743 280 529 -283 883 554 -646 -560 -714 -921 -771 -944 -136 -902 -398 -425 130 -306 -121 230 820 -90 359 -125 -245 420 492 -252 -798 379 -624 97 782 78 384 -224 934],[934 -224 384 78 782 158 -624 379 -798 -252 492 420 -245 -125 359 -90 820 230 -121 -306 130 -425 -436 -902 -136 -944 -771 -921 -714 -560 -646 554 883 -283 191 280 743 -454 -725 945 760 -385 714],false
[-521 -10 532 -291 -312 -348 894 -409 -257 -417 -759 767 127 -110 839 322 -40 884 131],[131 884 -40 -455 839 -110 127 767 -759 -417 -257 -409 894 -348 -57 -291 532 535 -656],false
[356 715 162 -351 331 -425 -767 -203 -745 -244 202 113 -754 -795],[814 727 525 845 -382 813 732 446 -950 -425 58 -169 -376 87],false
[327 441 616 -231 923 340 -420 718 78 -875 -387 615 342 131 237 342 416 -89 -679 108 -192 432 -177 -184 -282 -239 -143 -48 -430 777 901 -938 451 20],[-463 -795 175 -240 456 -471 -861 -821 894 796 619 -140 420 253 -833 -83 -51 150 819 -448 -573 -759 176 -317 345 269 123 525 -507 122 -978 775 -794 325],false
[-52 -624 -989 736 472 791 -184 -139 -17 691 -81 522 196 -392 -886 994 -236 313 0 127 453 -128 -920 204 502 497 58 784 126 -649 -680 480 271 380 -168],[-4 -158 -103 267 494 -686 474 -912 -457 -654 -704 -69 -386 -680 -674 -62 -813 211 161 0 -628 -914 533 -501 -265 974 761 754 197 -453 282 769 249 367 -153],false
[-171 618 -706 -770 -958 -704],[-931 464 -774 -468 -330 -426],false
[-888 171 190 -116 -34 -75 781 116 -407 846 32 -670 612 551 -139 741 -236 626 446 -670 -611 -91 -228 -20 10 736 973 25 -934 -31 -435 -481],[19 -119 -722 -423 -995 -318 757 -35 161 -319 -8 99 -470 -462 -851 -428 354 772 -269 -232 42 904 -438 -66 102 107 550 99 -722 546 -314 632],false
[229 -287 -974 -413 781 100 -860 193 -3 -782 266 -876 -792 -676 -30 -633 -285 597 -112 911 -489 -118 0 -130 -194 107 499],[456 776 -996 -731 152 34 -639 -45 53 -610 997 838 811 976 932 -831 -859 660 -281 217 -497 -79 216 -342 659 -789 889],false
[654 940 -126 -718 424 -129 241 -142 98 -2 -219 -975 -399 377 883 660 171 -439 -171 633 -396 -757 682 38 56 480 95 -316 636 459 292 -908 -481 654 588 -268 83 755 877 -110 -628 984 -390 -451 506 -346 346],[67 811 922 -961 13 -735 501 -936 -468 -838 737 -293 -139 -276 -264 574 -299 -186 592 -175 -245 851 -873 453 315 161 -825 -365 -963 -534 -509 -694 74 838 609 -732 368 -745 339 523 767 -264 -401 196 667 -858 -710],false
[-604 826 89 57 344 -302 746 -941 -120 360 -714 -131 433 -53 192 -654 -479 589 355 41 84 -863 478 54 -726 -796 858 239 985 420 321],[256 748 -459 723 -389 -546 -112 -999 240 -715 95 860 -805 -156 971 -137 550 491 5 -5 -847 -153 -938 -292 -436 197 695 656 885 -507 -251],false
[710],[-752],false
[-828 18 930 -500 712 -927 -913 -560 641 -986 648 244 -111 58 299 623 348 -686 626 -774 844 125 -333 20 732 -336 -91 199 463 444 231 -662 -376 -620],[-926 -540 877 -868 -810 -351 -197 -309 -809 -490 271 -9 -28 -643 239 -986 -994 79 -74 -307 403 122 491 543 -897 -822 330 258 -31 556 -376 -980 720 243],false
test_input_1,test_input_2,test_output_1
[-945 510 232 134 -339 422 -648 -676 -657 182 908 -186 -986 869 -822 -855 -468],[-468 -855 -822 869 -986 -186 908 182 -657 -676 -648 422 -339 134 232 510 -945],true
[-459 -496 70 -892 -19 -522 -721 -906 631 810 -71 -407 -825 707 214 475 214 411 234 -229 654 810 -994 -348 205 -675 843 190 -541 -445 -585 813 551 -269 -217 -14 377 -83 -617 190 -638],[-638 190 -617 -83 377 -14 -217 -269 551 813 -585 -445 -541 190 843 -675 205 -348 -994 810 654 -229 234 411 214 475 214 707 -825 -407 -71 810 631 -906 -721 -522 -19 -892 70 -496 -459],true
[-640 -919 651 89 10 472 -523 -33 -727 -346 -35 -791 537],[537 -791 -35 -346 -727 -33 -523 472 10 89 651 -919 -640],true
[-102 639 -413 855 -964 -721 873 531 -2 180 597 124 -737 165 138 602 886 468 -517 407 -628 402 -867 887 497 -228 -325 -447 638 191 -379 -235 769 -199 12 711 -911 -262 116 570 920 -289 569 -584 -947],[-947 -584 569 -289 920 570 116 -262 -911 711 12 -199 769 -235 -379 191 638 -447 -325 -228 497 887 -867 402 -628 407 -517 468 886 602 138 165 -737 124 597 180 -2 531 873 -721 -964 855 -413 639 -102],true
[-886 534 -78 -683 155 966 749 814 -646 -780 150 -414 532 470 977 351 166 211 -577 -595 -561 634 -494 708 -788 -410 -707 -590 -705 -356 -796 403 -616 123 994 170 -694 750 -802 252 389 911 161 649 -275 -568 -293 -763 -914 -578],[-578 -914 -763 -293 -568 -275 649 161 911 389 252 -802 750 -694 170 994 123 -616 403 -796 -356 -705 -590 -707 -410 -788 708 -494 634 -561 -595 -577 211 166 351 977 470 532 -414 150 -780 -646 814 749 966 155 -683 -78 534 -886],true
[-634 817 40 -950 -163 950 629 250 -9 155 847 176 487 366 489 -808 198 -525 726 711 -550 839 -342 -173 640 557 365 468 886 835 -496 -701 172 -763 97 179],[179 97 -763 172 -701 -496 835 886 468 365 557 640 -173 -342 839 -550 711 726 -525 198 -808 489 366 487 176 847 155 -9 250 629 950 -163 -950 40 817 -634],true
[387 -889 -366 984 -617 -446 77 939 96 629 607 -26],[-26 607 629 96 939 77 -446 -617 984 -366 -889 387],true
[605 -450 206 -444 37 -834 -256 33 -322 282 968 -704 -132 -887 741 -704 -189 -71 -85 -338 462 -969 59 -782 -754 178 3 842 312],[312 842 3 178 -754 -782 59 -969 462 -338 -85 -71 -189 -704 741 -887 -132 -704 968 282 -322 33 -256 -834 37 -444 206 -450 605],true
[-956 -894 -535 984 840 190 923 -95 103 284 -454 394 -330 514 724 133 769 -90 720 139 -52],[-52 139 720 -90 769 133 724 514 -330 394 -454 284 103 -95 923 190 840 984 -535 -894 -956],true
[233 134 606 1000 229 -430 -677 371 -530 519 140 -523 450 -955 -930 139 323],[323 139 -930 -955 450 -523 140 519 -530 371 -677 -430 229 1000 606 134 233],true
[-316 -129 -91 628 193 150 586 -713 802 206 888 -54 -630 257 -189 -92 969 -769 -952 -437 319 772 912 256 400 -775 -812 -773 661 -402],[-402 661 -773 -812 -775 400 256 912 772 319 -437 -952 -769 969 -92 -189 257 -630 -54 888 206 802 -713 586 150 193 628 -91 -129 -316],true
[95 -657 672 -705 343 -142 -692 155 -401 -323 169 617 733 -521 75 446 4 403 908 243 133 900 712 -890 -550 123 -102],[-102 123 -550 -890 712 900 133 243 908 403 4 446 75 -521 733 617 169 -323 -401 155 -692 -142 343 -705 672 -657 95],true
[-491 -98 119 -794 -568 280 204 -782 -196 -716 199 223 977 797 -489 376 -859 -694 -71 614 286 -195 928 494 770 846 -77 -583 -558 532 -288 -194 120 -107 358 974 -696 -194 -25 -804 123 -490],[-490 123 -804 -25 -194 -696 974 358 -107 120 -194 -288 532 -558 -583 -77 846 770 494 928 -195 286 614 -71 -694 -859 376 -489 797 977 223 199 -716 -196 -782 204 280 -568 -794 119 -98 -491],true
[146 -647 -667 -939 -35 513 265 -638 -952 151 -637 569 -876 45 424 228 899 319 -712 2 -265 289 -462 -420 -151 -14 -931 -286 23 324 972 327 -80 -338 486 -967 -970 631 394 -722 -901 890],[890 -901 -722 394 631 -970 -967 486 -338 -80 327 972 324 23 -286 -931 -14 -151 -420 -462 289 -265 2 -712 319 899 228 424 45 -876 569 -637 151 -952 -638 265 513 -35 -939 -667 -647 146],true
[684 124 -658 345 -546 -397 241 -96 -164 521 629 -115 -543 -247 680 192 -820 289 281 839 -582 -723 755 -881 496 595 -771 744 578 -793 -858 -942 859],[859 -942 -858 -793 578 744 -771 595 496 -881 755 -723 -582 839 281 289 -820 192 680 -247 -543 -115 629 521 -164 -96 241 -397 -546 345 -658 124 684],true
[-893 -171 571 -543 -650 19 -472 248 -604 94 274 282 -985 476 90 -583 -329 -435 516 -93 344 -662 -732 -296 -878 459 478 -623 284 237 -693 -975 -532 18 368 -640 -363 243 -773 -841 -301 716 340 -550],[-550 340 716 -301 -841 -773 243 -363 -640 368 18 -532 -975 -693 237 284 -623 478 459 -878 -296 -732 -662 344 -93 516 -435 -329 -583 90 476 -985 282 274 94 -604 248 -472 19 -650 -543 571 -171 -893],true
[919 -398 -506 370 702 -801 -611 -552 -788 -980 -684 664 -436 -263 -694 -411 -245 702 -393 -850 838 253],[253 838 -850 -393 702 -245 -411 -694 -263 -436 664 -684 -980 -788 -552 -611 -801 702 370 -506 -398 919],true
[29 -801 -936 1 608 178 17 303 -310 -211 827 254 -263 -125 310 -628 -233 -765 362 -248 50 235 926 -582 -245 101 980 541 -100 -808 -303 338 -312 11 -981 776 532 -306 278 997 294 74 436 231 -200 -926 420 761 537],[537 761 420 -926 -200 231 436 74 294 997 278 -306 532 776 -981 11 -312 338 -303 -808 -100 541 980 101 -245 -582 926 235 50 -248 362 -765 -233 -628 310 -125 -263 254 827 -211 -310 303 17 178 608 1 -936 -801 29],true
[-661 -609 -383 -918 -417 664 444 25 -795 -294 -612 622 468 167 751 775 -730 238 500 -852 133 70 441 -19 856 377 212 -361 -987 -375 -109 456 -729 -849 -12 836 -921 759 -511],[-511 759 -921 836 -12 -849 -729 456 -109 -375 -987 -361 212 377 856 -19 441 70 133 -852 500 238 -730 775 751 167 468 622 -612 -294 -795 25 444 664 -417 -918 -383 -609 -661],true
[-731 -271 524 -157 850 420 -961 -856 -863 -895 -512 -827 337 753 686 -681 -429 -600 -9 -115 54 -105 -78 -368 -233 201 -250 -307 -720 552],[552 -720 -307 -250 201 -233 -368 -78 -105 54 -115 -9 -600 -429 -681 686 753 337 -827 -512 -895 -863 -856 -961 420 850 -157 524 -271 -731],true
[-806 881 -988 -512 -366 413 907 -1 -209 -843 -417 -795 668 -694 -222 140 -633 778 -190 595 336 493 84 891 -189 -926 -311 -770 -376 -220 -743 20 191 181 -133 -286 -713 -766 579 619 188 893 163 39 -171 -460 -972],[-972 -460 -171 39 163 893 188 619 579 -766 -713 -286 -133 181 191 20 -743 -220 -376 -770 -311 -926 -189 891 84 493 336 595 -190 778 -633 140 -222 -694 668 -795 -417 -843 -209 -1 907 413 -366 -512 -988 881 -806],true
[-483 -964 -566 226 -646 496 -286 720 722 514 159 675 570 495 -407],[-407 495 570 675 159 514 722 720 -286 496 -646 226 -566 -964 -483],true
[833 -351 301 367 -393 102 433 340 -275 745 945 -880 -482 27 -312 -771 306 -943 552 -759 -497 -952 203 -596 745 677 295 86 23 -261 -425 -600 -409 501 450 778 820 724 -972 -496 36 389],[389 36 -496 -972 724 820 778 450 501 -409 -600 -425 -261 23 86 295 677 745 -596 203 -952 -497 -759 552 -943 306 -771 -312 27 -482 -880 945 745 -275 340 433 102 -393 367 301 -351 833],true
[887 133 -611 991 -536 -143 153 724 -93 71 398 -324 704 927 816 -855 -537 -572 522 875 70 434 173 1 -852 -515 698 555 -747 -911 114 -951 882 599 324 365 -753 302 -964 547],[547 -964 302 -753 365 324 599 882 -951 114 -911 -747 555 698 -515 -852 1 173 434 70 875 522 -572 -537 -855 816 927 704 -324 398 71 -93 724 153 -143 -536 991 -611 133 887],true
[-111 -570 -204 83 471 18 -548 -864 -738 105 717 -340 187 -814 930 993 291 717 411 55 953 -785 540 -636 -26 131 190 -983 920 410 -432 758 768 996 73 -729 46 885 219 746 -843 917 128 -956 791],[791 -956 128 917 -843 746 219 885 46 -729 73 996 768 758 -432 410 920 -983 190 131 -26 -636 540 -785 953 55 411 717 291 993 930 -814 187 -340 717 105 -738 -864 -548 18 471 83 -204 -570 -111],true
[-778 738 209 -574 202 -977 866 -479 -760 -37 73 989 -509 69 376 559 -644 -88 -794 600 859 851 178 -111 -246 78 -150 45 169],[169 45 -150 78 -246 -111 178 851 859 600 -794 -88 -644 559 376 69 -509 989 73 -37 -760 -479 866 -977 202 -574 209 738 -778],true
[-318 703 -518 827 -33 52 -398 768 873 -471 791 -775 -207 515 469 974 -309 515 266 957 734 617 -624 -103 -133 -639 -523 768 -748 302 514 299 890 -198 -158 448 -349 -863 84 -322 -110 560 453 549],[549 453 560 -110 -322 84 -863 -349 448 -158 -198 890 299 514 302 -748 768 -523 -639 -133 -103 -624 617 734 957 266 515 -309 974 469 515 -207 -775 791 -471 873 768 -398 52 -33 827 -518 703 -318],true
