"4wU3""$6gu	,E?t%","4wwUU3""$6gguu	,EE?tt%"
"""0vQp[h(32=JWfdFIs","""0vvQQpp[hh(32=JJWWffddFFIIss"
% QAj8XEm=CRTt,% QQAAjj8XXEEmm=CCRRTTtt
"HsB/V]BhWg,0Pr{Yk|Vj","HHssBB/VV]BBhhWWgg,0PPrr{YYkk|VVjj"
=N!+c22&miud8,=NN!!!+cc22&mmiiuudd8
p*U*~'R,pp*UU*~'RR
O1,OO1
i?g33f5Mw1Iw:41,ii?gg33ff5MMww1IIww:41
)	6Dj]&_qtp	qW,)	6DDjj]&_qqttpp	qqWW
9HG_V~E5-~#UG6\,9HHGG_VV~EE5-~#UUGG6\
9	Iw.%8r4-OxVu9LmVf*,9	IIww.%8rr4-OOxxVVuu9LLmmVVff*
yf-|).,yyff-|).
O%p$,OO%pp$
"IU_?FAnqaT
*K\P,KU 2","IIUU_?FFAAnnqqaaTT
*KK\PP,KKUU 2"
"{u*
]LyH%r@>OLw","{uu*
]LLyyHH%rr@>OOLLww"
"r,<Nc","rr,<NNcc"
"AcUhG*c#t`!Nz,;CE","AAccUUhhGG*cc#tt`!!!NNzz,;CCEE"
	jcx,	jjccxx
N1)}GO20NM:%8-,NN1)}GGOO20NNMM:%8-
"<=)e}""dJHvuD.EY","<=)ee}""ddJJHHvvuuDD.EEYY"
s^5rR @,ss^5rrRR @
q*&r?]yJQ&0/c2Q&/J},qq*&rr?]yyJJQQ&0/cc2QQ&/JJ}
&_D-]_#p|<&A9),&_DD-]_#pp|<&AA9)
Y;pW,YY;ppWW
iTB/jx\F+#KRME!zT,iiTTBB/jjxx\FF+#KKRRMMEE!!!zzTT
0,0
FowasYx1&eW8$Z[9,FFoowwaassYYxx1&eeWW8$ZZ[9
z=PW?[\u,zz=PPWW?[\uu
@}0pbjB`-+_V](|X%,@}0ppbbjjBB`-+_VV](|XX%
	.	2072h!o1(	qtUf(,	.	2072hh!!!oo1(	qqttUUff(
_+,_+
"aud[,)4o3","aauudd[,)4oo3"
"&
l=(FA>5+enMM'sD","&
ll=(FFAA>5+eennMMMM'ssDD"
4Zt6!-;M|E~,4ZZtt6!!!-;MM|EE~
6,6
",T(:OA8g}H04",",TT(:OOAA8gg}HH04"
EGZV-Jj${Qm?c,EEGGZZVV-JJjj${QQmm?cc
test,
"3PA""qSx}_)(qGw=pC","3PPAA""qqSSxx}_)(qqGGww=ppCC"
3v%!j.]ydYFf@jqr~,3vv%!!!jj.]yyddYYFFff@jjqqrr~
3olui7%br,3oolluuii7%bbrr
OlaIYj,OOllaaIIYYjj
me3aVFy<<:U^B,mmee3aaVVFFyy<<:UU^BB
|wLr\@o#H.-0>,|wwLLrr\@oo#HH.-0>
"7&""lXV@cN]
4}ll H","7&""llXXVV@ccNN]
4}llll HH"
"?TA/U -_1toaH
1","?TTAA/UU -_1ttooaaHH
1"
"	^s$te`., U+*&>","	^ss$ttee`., UU+*&>"
Cz	MQdWn,CCzz	MMQQddWWnn
".]+hjmD,kj#",".]+hhjjmmDD,kkjj#"
 .2Kz]Zzs, .2KKzz]ZZzzss
oj-h<^U,oojj-hh<^UU
)+!8tn).1ZcRv,)+!!!8ttnn).1ZZccRRvv
Qtrm,QQttrrmm
"_,I{d'I`
a","_,II{dd'II`
aa"
"8|ATa@*&&q.!~#u9""","8|AATTaa@*&&qq.!!!~#uu9"""
Z|	g7xy^]EP,ZZ|	gg7xxyy^]EEPP
"v5)x1h5Z`w,b","vv5)xx1hh5ZZ`ww,bb"
Xe;/t,XXee;/tt
"u#S4L*5:fKtYSJ""'AX)","uu#SS4LL*5:ffKKttYYSSJJ""'AAXX)"
y,yy
TBr10/JQ		Nl)M,TTBBrr10/JJQQ		NNll)MM
6W#}SC4SZ7I,6WW#}SSCC4SSZZ7II
q /@b(,qq /@bb(
"kZC
Gf/Ih^oTK[jNpP^","kkZZCC
GGff/IIhh^ooTTKK[jjNNppPP^"
DKv>,DDKKvv>
Wn!%y,WWnn!!!%yy
5%e,5%ee
"G4GbLXY&4""&q8","GG4GGbbLLXXYY&4""&qq8"
J./Tv,JJ./TTvv
"JGAa!z
)}","JJGGAAaa!!!zz
)}"
Kk(,KKkk(
U8{w%~,UU8{ww%~
")
y0.S?w+Z9v~0Fi\",")
yy0.SS?ww+ZZ9vv~0FFii\"
dRwg|O:N	I[sn+,ddRRwwgg|OO:NN	II[ssnn+
0)zw'v04 ,0)zzww'vv04 
|?1Zsff|<DM^S7r3aABF,|?1ZZssffff|<DDMM^SS7rr3aaAABBFF
kvK#mNNs,kkvvKK#mmNNNNss
E?EPpJB%;L55l uKA,EE?EEPPppJJBB%;LL55ll uuKKAA
	bEFouUr[m^qd02r,	bbEEFFoouuUUrr[mm^qqdd02rr
^>Nty[hNu	J[}~}\,^>NNttyy[hhNNuu	JJ[}~}\
"(G~2fVU#fI1w
&b","(GG~2ffVVUU#ffII1ww
&bb"
7=c'#6a,7=cc'#6aa
0,0
M] Hl.+Q$A$,MM] HHll.+QQ$AA$
oj^}Gr~,oojj^}GGrr~
"|6Fbyg/""@p);XmS+iGg^","|6FFbbyygg/""@pp);XXmmSS+iiGGgg^"
{k*`uS,{kk*`uuSS
"',<}U<m2s,","',<}UU<mm2ss,"
2v_d,2vv_dd
">""655_BI\w",">""655_BBII\ww"
"tQL;H14Dp""","ttQQLL;HH14DDpp"""
<,<
0DQZ	JeQ]$VX1G,0DDQQZZ	JJeeQQ]$VVXX1GG
qUz ]b,qqUUzz ]bb
",<dUJt	'|0w.1Y#4LqAA",",<ddUUJJtt	'|0ww.1YY#4LLqqAAAA"
EzuPYJl,EEzzuuPPYYJJll
"
?-[V ","
?-[VV "
rJXpfA`UFiz=z]C]h:E#,rrJJXXppffAA`UUFFiizz=zz]CC]hh:EE#
r?Y,rr?YY
;#eq,;#eeqq
rL+<g2,rrLL+<gg2
O[x|6I$BcE_~,OO[xx|6II$BBccEE_~
LHp,LLHHpp
4y~T;,4yy~TT;
w?GGr@g2+	Z-88hYCe,ww?GGGGrr@gg2+	ZZ-88hhYYCCee
0.n,0.nn
Y,YY
Q)#i51dpUugCF`G\,QQ)#ii51ddppUUuuggCCFF`GG\
XMbDc`5nz[,XXMMbbDDcc`5nnzz[
"~;""LDIN`M","~;""LLDDIINN`MM"
"9oz{UJ,/1KK","9oozz{UUJJ,/1KKKK"
 qJOkl7L\-rK, qqJJOOkkll7LL\-rrKK
G7*q|n^K,GG7*qq|nn^KK
"p""-|t^x}z\z.g$	.","pp""-|tt^xx}zz\zz.gg$	."
N:)Znt,NN:)ZZnntt
<?Wa,<?WWaa
>{m=[	p@y,>{mm=[	pp@yy
wO5~#w31}N/GOQe2y`0,wwOO5~#ww31}NN/GGOOQQee2yy`0
1H_5R.>{ty30BhYMh:0j,1HH_5RR.>{ttyy30BBhhYYMMhh:0jj
"-z%( O{D6"">fH(VSC*J ","-zz%( OO{DD6"">ffHH(VVSSCC*JJ "
"u""DE`DJDkg/DaB9^>oJ.","uu""DDEE`DDJJDDkkgg/DDaaBB9^>ooJJ."
"%WYm,$","%WWYYmm,$"
!r?nH(1	'M5LrI,!!!rr?nnHH(1	'MM5LLrrII
g^P,gg^PP
v&cK6'bLLg(bq,vv&ccKK6'bbLLLLgg(bbqq
WZss3$z\]u3]/,WWZZssss3$zz\]uu3]/
Z#mWW>JIfg5>TCs,ZZ#mmWWWW>JJIIffgg5>TTCCss
oE{3X:L9NR5%X,ooEE{3XX:LL9NNRR5%XX
L<sPT(,LL<ssPPTT(
f>#Cr\~8,ff>#CCrr\~8
I&V,II&VV
.,.
"	& X>w0\""TE/J#Ws","	& XX>ww0\""TTEE/JJ#WWss"
J,JJ
JG}\Kt|\yu3dMuv;^,JJGG}\KKtt|\yyuu3ddMMuuvv;^
"
`,n7g!zwdkc c#^7bv","
`,nn7gg!!!zzwwddkkcc cc#^7bbvv"
fb^zIpnL0<&>?!\{3G]+,ffbb^zzIIppnnLL0<&>?!!!\{3GG]+
+[,+[
"Av}A:H!RQ
?Rq49","AAvv}AA:HH!!!RRQQ
?RRqq49"
.O,.OO
1vrM_4e2,1vvrrMM_4ee2
W,WW
$E_9B{,$EE_9BB{
?RX1>)t0T~Qpf,?RRXX1>)tt0TT~QQppff
+a]aKqEoKk$8iA:Qt}0,+aa]aaKKqqEEooKKkk$8iiAA:QQtt}0
/<6,/<6
.O,.OO
"|^{s-&m}<
E45Cry0-","|^{ss-&mm}<
EE45CCrryy0-"
%7Wy49I,%7WWyy49II
"Hh90cL!#hcR
","HHhh90ccLL!!!#hhccRR
"
=~'Oy(FB<k0,=~'OOyy(FFBB<kk0
oZXj]EP,ooZZXXjj]EEPP
M5pezNR0^,MM5ppeezzNNRR0^
"NG]JG<7""","NNGG]JJGG<7"""
"DQS$,|UW>U{fWw~8","DDQQSS$,|UUWW>UU{ffWWww~8"
"@o>X(""","@oo>XX("""
L<J8,LL<JJ8
"hQV\P.61Y1a4,R~?	E","hhQQVV\PP.61YY1aa4,RR~?	EE"
"^	5Df?Q""wrl""Wo3zQ","^	5DDff?QQ""wwrrll""WWoo3zzQQ"
5>e>SRj&XP'!z+,5>ee>SSRRjj&XXPP'!!!zz+
nr-`gkL<zStM8,nnrr-`ggkkLL<zzSSttMM8
"bPIO""9'%,h4gu(r&mHg","bbPPIIOO""9'%,hh4gguu(rr&mmHHgg"
vT}@YU,vvTT}@YYUU
*e87T5jP9D9,*ee87TT5jjPP9DD9
"b<=E
","bb<=EE
"
"sd,2%2\C43;f~u9\2A8","ssdd,2%2\CC43;ff~uu9\2AA8"
!OLU]-5Q%E96bc@s,!!!OOLLUU]-5QQ%EE96bbcc@ss
"El:.0""Sz","EEll:.0""SSzz"
"$9b[q0""ht4Tk	}2B","$9bb[qq0""hhtt4TTkk	}2BB"
>Aaa,>AAaaaa
MhTC jfAK@pr#Q?1~7,MMhhTTCC jjffAAKK@pprr#QQ?1~7
v[#{d,vv[#{dd
"RoeGXm,","RRooeeGGXXmm,"
"*YOqni'M""","*YYOOqqnnii'MM"""
" D1jr2'
0+1OLZ]SE"," DD1jjrr2'
0+1OOLLZZ]SSEE"
{S@@`,{SS@@`
+,+
ib9yVtxq2<._,iibb9yyVVttxxqq2<._
"E&Scv""6#Ks~hImCPeVq+","EE&SSccvv""6#KKss~hhIImmCCPPeeVVqq+"
Qspl!@CC<_&m0h,QQssppll!!!@CCCC<_&mm0hh
/,/
6~X,6~XX
VR,VVRR
"s1
?""6B
YlTfy:FrD","ss1
?""6BB
YYllTTffyy:FFrrDD"
"	""3?E6$%\BK0f3L8=G","	""3?EE6$%\BBKK0ff3LL8=GG"
"ia_uTb#%
G0y8	Y7L;","iiaa_uuTTbb#%
GG0yy8	YY7LL;"
"'}zjE
xlFLk?
66<I4g","'}zzjjEE
xxllFFLLkk?
66<II4gg"
TCv,TTCCvv
"],","],"
>iq|<R7M	3z,>iiqq|<RR7MM	3zz
tO&q<GO,ttOO&qq<GGOO
#I~,#II~
]m,]mm
*cqd1z,*ccqqdd1zz
ek&?Sb;NwOhJ_i}37,eekk&?SSbb;NNwwOOhhJJ_ii}37
SSF	\{p`YU)8LEg6M(,SSSSFF	\{pp`YYUU)8LLEEgg6MM(
x`;),xx`;)
;[[iB!foYEsWhJ,;[[iiBB!!!ffooYYEEssWWhhJJ
k-<S	wa(Uk,kk-<SS	wwaa(UUkk
5,5
`wzB-@-ZxZ0KbsKiMaBp,`wwzzBB-@-ZZxxZZ0KKbbssKKiiMMaaBBpp
)X;iH%ZL\K!1pJpn,)XX;iiHH%ZZLL\KK!!!1ppJJppnn
"+(t%nF$
N|~13B=C}NVC","+(tt%nnFF$
NN|~13BB=CC}NNVVCC"
">KUOLQPp
",">KKUUOOLLQQPPpp
"
Es,EEss
"+?.klN=|r
>HPNd7","+?.kkllNN=|rr
>HHPPNNdd7"
24#3Xx]Lh,24#3XXxx]LLhh
"3b6UB ""T^#_'","3bb6UUBB ""TT^#_'"
yvv,yyvvvv
^@f)0/[W%^ZFJvImg U,^@ff)0/[WW%^ZZFFJJvvIImmgg UU
Y,YY
"XmYZ_R
S;@!_Y","XXmmYYZZ_RR
SS;@!!!_YY"
tbv`p_Eu	.]ejR,ttbbvv`pp_EEuu	.]eejjRR
"
EpE","
EEppEE"
)$?,)$?
"I}
.)(\{FP>Rj.","II}
.)(\{FFPP>RRjj."
"T&QQJ""lg)","TT&QQQQJJ""llgg)"
0,0
U4!,UU4!!!
Zny.J~|Mf._,ZZnnyy.JJ~|MMff._
U-LYz|^r+Pg+,UU-LLYYzz|^rr+PPgg+
nbb:&.EF47xXRtHSqQ#j,nnbbbb:&.EEFF47xxXXRRttHHSSqqQQ#jj
TF	!UAj,TTFF	!!!UUAAjj
j@QN0p3pMJ)y;zh,jj@QQNN0pp3ppMMJJ)yy;zzhh
vWOtyvpEsale>,vvWWOOttyyvvppEEssaallee>
"THKE@h,+P !]Y|u'a","TTHHKKEE@hh,+PP !!!]YY|uu'aa"
V?'/f}WIxl<1^{CLE~,VV?'/ff}WWIIxxll<1^{CCLLEE~
VkC	~5pyK-~f:o>	,VVkkCC	~5ppyyKK-~ff:oo>	
% 2zd=I	Fw5#<%M?,% 2zzdd=II	FFww5#<%MM?
"6rXw*
","6rrXXww*
"
"`G0.1WJ""gb|J","`GG0.1WWJJ""ggbb|JJ"
Lf-3,LLff-3
SeL4RukVJ<<,SSeeLL4RRuukkVVJJ<<
H\H[>n?y_kuj@JF,HH\HH[>nn?yy_kkuujj@JJFF
y?wS,yy?wwSS
gr#,ggrr#
"	A=,HbT#ZPaO62","	AA=,HHbbTT#ZZPPaaOO62"
Uv,UUvv
<m08mx,<mm08mmxx
aPV92u~)KP6l'`ce.-x#,aaPPVV92uu~)KKPP6ll'`ccee.-xx#
'5DxuT8D#4,'5DDxxuuTT8DD#4
|1F,|1FF
%]y},%]yy}
"rndw+""^BPj\Z>#zxP","rrnnddww+""^BBPPjj\ZZ>#zzxxPP"
"g%@Nt\K|A#
","gg%@NNtt\KK|AA#
"
w,ww
"WjvXKJQ^0nq4jg?	v
*~","WWjjvvXXKKJJQQ^0nnqq4jjgg?	vv
*~"
WXN'Rodr[ft/%,WWXXNN'RRooddrr[fftt/%
yX/$Q~s,yyXX/$QQ~ss
"
Ks0BCo7S$=c	z*_l'","
KKss0BBCCoo7SS$=cc	zz*_ll'"
QB=j$,QQBB=jj$
"1M_,","1MM_,"
*^Ft^kn1%]t:g$-X,*^FFtt^kknn1%]tt:gg$-XX
"O4%`&[hry
8X`m<%u2","OO4%`&[hhrryy
8XX`mm<%uu2"
"c""3K7","cc""3KK7"
"L""s!$;qboEfGr5Pt+","LL""ss!!!$;qqbbooEEffGGrr5PPtt+"
6M,6MM
V2}xtV_bMFF&`eW	,VV2}xxttVV_bbMMFFFF&`eeWW	
"qx,xa9;YA!
3Gb+%","qqxx,xxaa9;YYAA!!!
3GGbb+%"
V':V3?m}NbQ,VV':VV3?mm}NNbbQQ
Uq6A+B	Y)-9Y:;}*,UUqq6AA+BB	YY)-9YY:;}*
\3:LYZy2sqd;v,\3:LLYYZZyy2ssqqdd;vv
5$3F*^TAP+v>X,5$3FF*^TTAAPP+vv>XX
2sIj',2ssIIjj'
"ckx,1n,6L-fOR5cK2","cckkxx,1nn,6LL-ffOORR5ccKK2"
QTX;urC!zxRHU,QQTTXX;uurrCC!!!zzxxRRHHUU
"5rv:~L;Y
""?<i*<*","5rrvv:~LL;YY
""?<ii*<*"
`\ghI',`\gghhII'
;s,;ss
Ts$r[\{&Q,TTss$rr[\{&QQ
"~Fx,l/","~FFxx,ll/"
">LBJ.1Qd""3Z+",">LLBBJJ.1QQdd""3ZZ+"
T(	30nKlth,TT(	30nnKKlltthh
"'YT7uO$
mSR O]%dK","'YYTT7uuOO$
mmSSRR OO]%ddKK"
8`-2@N 5LK=^H@Z:0vo,8`-2@NN 5LLKK=^HH@ZZ:0vvoo
]#(RpL5r(#^Ns!H+Y,]#(RRppLL5rr(#^NNss!!!HH+YY
a?p7H{44pr@gytH/,aa?pp7HH{44pprr@ggyyttHH/
0.O<-,0.OO<-
UvAzz^,UUvvAAzzzz^
"""",""""
";]\Hdo""AZbyOR|3GoioD",";]\HHddoo""AAZZbbyyOORR|3GGooiiooDD"
Nb Jx:}9@f]Wym=kiWa,NNbb JJxx:}9@ff]WWyymm=kkiiWWaa
 $G!&q, $GG!!!&qq
;d/D0O;#@1 ,;dd/DD0OO;#@1 
jQ?,jjQQ?
a	&LA\v|&B,aa	&LLAA\vv|&BB
L B?3j#}Ww,LL BB?3jj#}WWww
OM_1#1A,OOMM_1#1AA
Occg`o_<=q=	Vv,OOccccgg`oo_<=qq=	VVvv
((*WKs^E,((*WWKKss^EE
tsDP>,ttssDDPP>
ATWn_FaL\,AATTWWnn_FFaaLL\
	.-3^`.F2oMy8.W dR@,	.-3^`.FF2ooMMyy8.WW ddRR@
BH]]lL {:uf,BBHH]]llLL {:uuff
wW,wwWW
atf7T~@C24s4R{d*j!k0,aattff7TT~@CC24ss4RR{dd*jj!!!kk0
kj#qpk/Ua$\F43u,kkjj#qqppkk/UUaa$\FF43uu
mLbL5R!=squwT5,mmLLbbLL5RR!!!=ssqquuwwTT5
"r,Z(V#aP","rr,ZZ(VV#aaPP"
oAp,ooAApp
/<k:,/<kk:
"{ibR/B<FQ/_k9""m<Vr.","{iibbRR/BB<FFQQ/_kk9""mm<VVrr."
"D3+#""""ub64=T!ah(x4+","DD3+#""""uubb64=TT!!!aahh(xx4+"
6>}IF,6>}IIFF
c*gJl&?i9`Q5,cc*ggJJll&?ii9`QQ5
N,NN
Dx,DDxx
"H8,EC-1NcmA","HH8,EECC-1NNccmmAA"
IK|^X5/EC6&,IIKK|^XX5/EECC6&
\Q,\QQ
C^mR;,CC^mmRR;
/X7`!5ubU,/XX7`!!!5uubbUU
:VNf)X7pu8+/,:VVNNff)XX7ppuu8+/
mG_k (UW-m9d@m,mmGG_kk (UUWW-mm9dd@mm
"qR<p8""","qqRR<pp8"""
}X\Y#ta$,}XX\YY#ttaa$
Tm<?S,TTmm<?SS
""".`D>M",""".`DD>MM"
"C>dks
ka8MTH","CC>ddkkss
kkaa8MMTTHH"
" 1pHz?+wP	8N,Mua	9 D"," 1ppHHzz?+wwPP	8NN,MMuuaa	9 DD"
Qk@i*usaZ2dsem}+,QQkk@ii*uussaaZZ2ddsseemm}+
e#617',ee#617'
>/v>;rK$!@,>/vv>;rrKK$!!!@
@xU6r9a,@xxUU6rr9aa
a,aa
mJ@&9x,mmJJ@&9xx
",f7m \F-",",ff7mm \FF-"
"E=+A73-U
((","EE=+AA73-UU
(("
<k,<kk
"
?BTOJ;Qt8c<cb'$6en","
?BBTTOOJJ;QQtt8cc<ccbb'$6eenn"
"@se=MOT(&<5:Q
	XFs`T","@ssee=MMOOTT(&<5:QQ
	XXFFss`TT"
"eq,22/iLX0rRg","eeqq,22/iiLLXX0rrRRgg"
b)q;=PXN?1kdl&[n#mv,bb)qq;=PPXXNN?1kkddll&[nn#mmvv
tn}DBo^U7}pH-EP(b /,ttnn}DDBBoo^UU7}ppHH-EEPP(bb /
by9fkxLNPu#6uu{,bbyy9ffkkxxLLNNPPuu#6uuuu{
aCv9Q1)X$x,aaCCvv9QQ1)XX$xx
"@J	
7-W|4D]va","@JJ	
7-WW|4DD]vvaa"
"""u","""uu"
"J7Z7	R:BG""KJTmrmfO,+","JJ7ZZ7	RR:BBGG""KKJJTTmmrrmmffOO,+"
"=^_ql*KfS[)16.g,nn7","=^_qqll*KKffSS[)16.gg,nnnn7"
F8cY=3=bx,FF8ccYY=3=bbxx
|jp,|jjpp
$Ur,$UUrr
#,#
B0Jax},BB0JJaaxx}
9L={=2_vU10q,9LL={=2_vvUU10qq
"Tih|
>A[*","TTiihh|
>AA[*"
vHH#Ao!iA;WPK,vvHHHH#AAoo!!!iiAA;WWPPKK
:'z}c,:'zz}cc
:,:
"$|,R""\L","$|,RR""\LL"
:x}SZYoSA	=\,:xx}SSZZYYooSSAA	=\
"$`_cLs0lt&d1im\^
_D","$`_ccLLss0lltt&dd1iimm\^
_DD"
`>./(0,`>./(0
j 8!eUF3;.,jj 8!!!eeUUFF3;.
!S<.#v9y@gETb,!!!SS<.#vv9yy@ggEETTbb
`zui75iuk,`zzuuii75iiuukk
`#6G/*m::,`#6GG/*mm::
}:{A>K02)	l,}:{AA>KK02)	ll
4,4
E.^,EE.^
66L#;fODMfX.B,66LL#;ffOODDMMffXX.BB
kw5}h7Rj,kkww5}hh7RRjj
B;,BB;
"[,","[,"
Q+Z;==7gpL'k~	dUnk>e,QQ+ZZ;==7ggppLL'kk~	ddUUnnkk>ee
"""n'a+","""nn'aa+"
[X2w,[XX2ww
"?&Ok$}`BFb\VCoOcH)G,","?&OOkk$}`BBFFbb\VVCCooOOccHH)GG,"
lN,llNN
u&2hCkU/K8!oGfB,uu&2hhCCkkUU/KK8!!!ooGGffBB
GK|9W6E?TS>,GGKK|9WW6EE?TTSS>
"TN}a.;I""FpWWL\*M","TTNN}aa.;II""FFppWWWWLL\*MM"
"LAu7b9
RHY7C>S
~7vh","LLAAuu7bb9
RRHHYY7CC>SS
~7vvhh"
cTzp1Y7v<bYyL\,ccTTzzpp1YY7vv<bbYYyyLL\
CJIR}]K7$XP,CCJJIIRR}]KK7$XXPP
k1,kk1
8`HU$&n7[y-Fq,8`HHUU$&nn7[yy-FFqq
")u""!ul""c2gS""\M",")uu""!!!uull""cc2ggSS""\MM"
"huf
WBf11X","hhuuff
WWBBff11XX"
"
l>NrmGrgQ!`O Q>Jc(","
ll>NNrrmmGGrrggQQ!!!`OO QQ>JJcc("
"g
","gg
"
(f#wgik'o%; 5xXt!XQk,(ff#wwggiikk'oo%; 5xxXXtt!!!XXQQkk
"0m""q'","0mm""qq'"
'nbHRZFF}4b&T_^UE,'nnbbHHRRZZFFFF}4bb&TT_^UUEE
|#++$(>L(h!,|#++$(>LL(hh!!!
t>;O7OFoEtO/P?L,tt>;OO7OOFFooEEttOO/PP?LL
"uG6];A	j,hI","uuGG6];AA	jj,hhII"
Y> ZSolgz	,YY> ZZSSoollggzz	
"{N<bX8y,5Hwg)","{NN<bbXX8yy,5HHwwgg)"
&]m*6N*R/h6oyC	P./ ,&]mm*6NN*RR/hh6ooyyCC	PP./ 
"!!~&FsN7kS!
h","!!!!!!~&FFssNN7kkSS!!!
hh"
CkF|uVpSuF)3X)U4`Xl3,CCkkFF|uuVVppSSuuFF)3XX)UU4`XXll3
ri,rrii
9O) 9>U,9OO) 9>UU
"6P-O ,MK?rO","6PP-OO ,MMKK?rrOO"
iV\nQTZKlO,iiVV\nnQQTTZZKKllOO
-VEs5L7q,-VVEEss5LL7qq
""">]<yq",""">]<yyqq"
"M]L8H^eRhc,n","MM]LL8HH^eeRRhhcc,nn"
.F zo&)dBK&/fY,.FF zzoo&)ddBBKK&/ffYY
"~ngyXUEi7#[n^Q""","~nnggyyXXUUEEii7#[nn^QQ"""
"B/A0AY$0'`b9iL""?O_3B","BB/AA0AAYY$0'`bb9iiLL""?OO_3BB"
pP(-cffgVTb,ppPP(-ccffffggVVTTbb
T+{Zr_(lm,TT+{ZZrr_(llmm
[[,[[
pF%e8l=S~=,ppFF%ee8ll=SS~=
0qDJo fv!mL,0qqDDJJoo ffvv!!!mmLL
8,8
Tv-kVf!%$ i,TTvv-kkVVff!!!%$ ii
0/lh.TQ,0/llhh.TTQQ
#i<|Y9..,#ii<|YY9..
":-JbsO={qJa#N""u",":-JJbbssOO={qqJJaa#NN""uu"
"M	,ACb>Z_Fh3{PxA","MM	,AACCbb>ZZ_FFhh3{PPxxAA"
q{xY,qq{xxYY
^d70aGh~CGPi=G!GE,^dd70aaGGhh~CCGGPPii=GG!!!GGEE
~f_90j}?~lVK	 gG,~ff_90jj}?~llVVKK	 ggGG
9V@I{jGT$	.,9VV@II{jjGGTT$	.
"t{PL~,(P'iqH","tt{PPLL~,(PP'iiqqHH"
m:4dvmvh[G?0ltBU00,mm:4ddvvmmvvhh[GG?0llttBBUU00
	cTo\F!}KGH5JO'>,	ccTToo\FF!!!}KKGGHH5JJOO'>
^:Cbw7%X|	ZHw2,^:CCbbww7%XX|	ZZHHww2
1\,1\
"7]9;d(]y0ANF`Tc,N`","7]9;dd(]yy0AANNFF`TTcc,NN`"
{kg'l80&`]QSL0g)X9,{kkgg'll80&`]QQSSLL0gg)XX9
9e&-#|M*n,9ee&-#|MM*nn
"' ]I{iyJ 3
t([sd","' ]II{iiyyJJ 3
tt([ssdd"
"
C_	","
CC_	"
wv?ytU	fEbjp|!,wwvv?yyttUU	ffEEbbjjpp|!!!
YE~aEJ	Ft= -t;gUUKd,YYEE~aaEEJJ	FFtt= -tt;ggUUUUKKdd
