train_input_1,train_output_1
"[""\nAODD\""<)\nX\n>4A+,`\n~5\\K-6;(BC\""8Lg"" ""yg0Kf,:s8~yb\\\""/M}^0rRg%bN=/+x"" "",9{S"" ""\""Vsd)Gyi\nx.pwIf2z"" ""^X!qOl2cx}?"" ""\\'Fyj9roXVe7)t4XND@w2g@n\t+M:?2v}9B"" ""H"" ""V\nAv#.V;y!6j\""."" ""[LSOx^'\""SRFu"" ""l.PKQGEFX?\""YC(iU` koKUW*R2nd[gl$?558DX "" ""T=^E kTvchMkk"" ""7&9&7@dXmE6\tM+|Fz*!S YWqN#"" ""@$Fhr!<7cJDWB&_gdSn\\X$GCeI[QZ\""qfJ\"""" ""4[it=sR\\Q]Mc$z3: ED_;\n\ns);Dr,pP5^q6nJ_o&\n1e0Sw"" "">"" ""KbQf)U*dh(yw\t*A\""\t(Ys`\t\n\nnbXbIa.-Mx:8p\t~O@RdL<R"" ""14;Q$4y5@hrrC/',wXc,le4<+@j\\1z\tc};Itsghl.7OaD\t"" ""UpB]Ksd,1,S\""?}BUVL7&c+T[M-ki$7`OS#uv rpYu;.UW"" ""aUEF-$r&qTl&<8`{|"" ""q({b^IgH7&CSmsk:jgb)H?dT|I0yEwukHA+/&*UGoe"" ""_w\""w]\n1HeUY>"" ""%!57a\n|$`2CuYFI0Mb0)r7!8SC'fF52\""+4"" ""rAWH'b'Pz7;6>=&Y5JZ~;=OqWb=\""Fq64Z?-nZsK"" ""cE6A<$+horzM2VM0 ZQN!Jw+O*X.Q3,i7<Z9LN&%"" ""./F&bAh=gMqQnQ&^k8!iE<dhdLa"" ""b9}9&XGV2C]&4<0uH8|OOo#vzV"" "".eL:Z\n#^'Y,1|!,I>\ty""]","19
26
27
40
39
34
12
42
17
45
46
46
1
46
34
26
13
39
12
14
1
34
11
17
4
29
32"
"[""\""sVNlw0GGe`"" "":^[69yDgaLR/fmn,mUBiO"" ""HmI%f(oAdQpLI[hs@+Kn9"" ""YL\tP+*'`fkm='|[%Wd/!lhU"" ""2iJxAXU-;hhS_3|DZSa?=|y!`)SBd\\J8"" ""F(S6d=+k<{4E1_m!v"" ""IFFh\tsA}i[G(r>)rNWMN12@]^G7F>"" ""'Ruc"" ""@"" ""ATM%_"" ""mc4WxrrGD VQ@<W#`=aasG{;Io'Vz`p^~A#y+\n@<OuNw"" "">2 ,X$NHq z'=Wy*~?@&>\t?z2]Y'h[J"" ""Caj>!O]?u^RQ|(v=P11F^N_O*@]ut<`1M]Hk.LNn'$_3*W("" ""~?"" ""8TRoW V\\;}+zv3cf>n%$N%\t'=Wa]?F/#]&YoUj@\n{\\C)"" ""q):I6V:x7n 8w/co+`,:[u%:H$tT?k#~GC"" ""\ts,"" "">$d8q\""FN9,9z~CJp2JoKz4jS,2zGj,"" ""8v),p"" ""\t@JD+z~*oA|;^Axq4'#IFTjWO*HVN'qTII-Be%}\t(/|s|V["" ""d&z{qJB\tsA6go/d&\\Ia|k0p6tA'C j9 ]x#qD)2"" ""r;`,Un[Zpn7K<Qo:S\noO.\t\\IbEr7*HQb\nVnPx>lX5%H}"" ""dh'-fBcc'6oRq-~io^[a,Q oUZviY"" ""_)@vvGxCjui}_>Up#t(kax"" ""]b2Ld/NRM\nX\\1oLjrO"" ""aZC9h|5(Cz[@/MfbN\\effH#}~uOR[`LQl:&J"" ""~^#hGVFt'tGId#Km/2e`gsU6Bu&$4t($gcjU4aTs;\ts2"" ""(gY%/\""`,O!7nU2Pi;DSjb#{\t_q7Nw9=Y4k"" ""O.8$&8xy~|AWZE\\c^sc0I>s"" ""y$p"" ""OJsq2r6f[kfQ9 9na%?1`Rho>godX"" ""]6r{,n/%;Y~OWh_U3;[1-Nt!yfj[YFs>X6X7%}=gZv7yU""]","45
29
3
23
34
44
36
18
22
29
44
39
47
5
30
3
34
44
2
47
31
44
5
1
4
29
17
32
23
21
21
11"
"[""XdnkIXr,Z4Y9D<~A@tg=9u=hhj>:?_<Be9'?ZTRq;cu "" ""BK#Q3@.\""A+p{-FZu@H80d;'hnWa]1~JJ7\nDVQ/.K-3G<`W"" ""uj;hG$KfE:#cFLt83ClR7R70hgbV'.X4vx'>$sL\nQ;cNLbZ"" ""X1PL:l}^X&K`'f2zKTg6\tkA=G|33(rz*wVwQIf)xd\""Ji1iz"" ""mI&**L:l:}j-AJGjP%!\nyA8r"" ""~TR~TE#6LG("" ""\nVZ2=J"" ""k}e=j?#wY>0.|A(sFrE3\n:xG3s\\\""?UX>oIl+M0_l=1Za&"" ""v2k:5?S9dEz`:\n5Han>2H3&P%BXitcu=0 X@(`Cn!zA{F\""pC"" ""hz#_4wgh[GzF.r30tKMJDrsGsttO(F$e~H\""O"" ""lV%KzIu<\""=sG!"" "">J]ZoT!Hg|JA~z,15kO"" ""Jz~/Y6*SdWkI#CAjy4MX1v-Se{ 4HnHWqT1Vm)35SH:g"" ""#7M=ti5e\tYtqonwb\"""" ""&+"" ""z\tC+vuMf`\tb;67\tNzVe<*J;+:F0q7AYR9\\4;`+;F_tCS"" ""f-lhx9%$4xL;p)5MW7OE*7\t]"" ""Op1<_c#m Q)wg&]J8vnC"" ""\tM&(7onhtFZn\""H]>W1}/`.$lBJ?DIV\nE}h1["" "">ae_%Jp>*o[>\\!Z][Yu+(^-TW"" ""oerowO9,O7$Ny0Hp)dp3/z\\rt![5\th@>.\""CpVX1;)"" ""^/\nv"" ""/k+:\tgd!*:/F4=$B#KNk6@5*<=FC2e5PP:Bb\tN`=\tpcL"" ""<;O5@dGI8~O=J"" "")B;djqRP:t|oL.d|bw97N.Q7a5`z\nE"" ""))$1{fl_4!DEG)[(94|<h\""a"" ""<.K1YOL\t%8g+dD\\HL==c.Q\nE\\gF~e/3!m>k?[^L=J$"" ""<SduZJW+zhv@i]b}}f;k}$DLs*4sV\\m$kQi#r%S9#m=>&uJX"" ""\t^k~8R::f$UJEhU>\t{=%lYqNwr!^wm"" ""a\tOU;(m\""xaRSZ7we+DU"" ""o}*0VCW%w"" ""LiF\\V$PF<;en:ry<HQwDJJ12AT-}c"" ""0@}[?z m<;\t?kD!L0*;:"" ""(Z1J5~-K{g\""3h(BI/;hw)j<1/?1m*"" ""\nE'\""P),3};` ^C#/zGlQZk5w=.n7Ri\nf\n?xp>lM9~Eo"" ""c3U4Hb7'"" ""KgZg]*&.3YggS~_GP"" ""+[d)El3u>FTF^2keJ cE,K7x?y17wb+b-+;UYM^]1~8rC=Q\tfG"" ""EZ1jmC~26Ih#de\\'p0"" ""/$oB/3oaMH[BM })G4O`djtf~,6Hw@FV-R(;7f[p1."" ""vc^\\KbfXdd?pf}02W-N~\""y*O;`;ogFiP. ^KP*|;uXNV"" ""H&*;/l[4^ca'2Ayuv[}"" ""qwKPK\""k@uul]0.W\nq|@"" ""\nt*,u_B9*g@yAe\ndwp-qPU\""Bp~C""]","27
19
19
44
42
18
50
17
8
43
29
20
29
9
19
30
48
42
23
30
13
44
4
41
25
36
20
24
44
2
17
44
19
13
36
48
45
6
11
24
47
47
46
44"
"[""Y1._Byt\n]QF\nXLOV(\txn G5+hzTr"" ""(FM@YPxIcKp `<k\""Nu,@0.Wc)A<~)`"" ""dMZI:J"" ""}tXz/W%_=..1T#TwW)8K"" ""DVuOJB`6IsV"" "";e61~}t%cxCb;W^`MVktRQTw;P@E6lMmrSK)\""+p,"" ""H~?lB<`(1)!?"" "";y2kVZ \tuwThY?"" ""O/bw.w&(FubW2*}U "" ""|H=i3NTh<F7;j7qchH/{a~Cp*^\""f\\>3]=\tKq9~k`GZ>=U3z~"" ""gB^PM36#|g}o%p!LDY_/\n]x\\`LkTb&=Mmk=c=x(/o\""9aB*o*IF"" ""Q@<RA`QNkSh7l5"" ""@is.6UmNYWW8c,cIV}p.c-y?"" ""7Z@>@?V7r@$1;^j"" ""SMz-rq\nepEgMg0Uke$!<\n"" ""eTvOSzdo,Zvi>bHm_\nJM\\@Pg-9#-}`D$,"" ""Ff5XU{S7*/gregHA<vL^"" ""V%&U5"" ""sKh#.\nzxx-J~"" ""%\t!b\""g$M"" ""x{kM='/H8n9PDA1(Ue\thy{<:Pv\tYBn>I%"" ""+&L|\nS!$FB^j$ypCNV\""^% :L+c'HSg"" ""cv(i[(HP{:)qNxA9sd\""~\tTFT[k)(cP%\t)KRF&9[ipQUANy%"" ""_a$=%`>w[Sm`F\tRr^?D#Zw\nzh3 hpcpCO( {!P9iz*2Fi"" ""FDBP|Y^Z\txRkgo}5>ja:')0Auas"" ""kPy}Y|.J8=G?1Y\t, H-s$}8l)Ye5vriQ;3$B8v6Q@n"" ""ERC.\nRg7\""`y(aY~N+&RhoDw_1Dp]l|jVQ/aqkuJ{>4w"" ""g\\X""]","3
43
42
27
45
47
30
33
8
12
5
20
33
21
15
24
14
50
48
17
14
12
40
11
20
6
30
28"
"[""&jHA+-}P2uaC@&uOq1<y:"" ""\t{(hI:m~82xcqME:ox`H|$+a7eMg""]","28
21"
"[""T"" ""?APTm$oRD77semx<7h^QiDEk\naJVt5?\t2E`T^?&<;Y"" ""pqj>B[gvqvU!@$t[T0n&\""5a\nus)v<,m__7K:.Q"" ""&ErAz4!ipPNt&.2fFT~e-$K7-)Io(<B\""3"" ""zKW[|1EVa22-3S.L!\""I23>\\UZrUy{Iq\t\\WF~]A\n"" ""n\""?WFYu))gcu+\\as  83:mc-!b;\txG)Lz\tb0j t@\""mhp\t1A]nf"" ""3:,?i\\tO%QZhrhV0w$*A&!ysDNlWt8(4{^""]","34
50
39
33
38
42
1"
"[""X8k:kI2XDO5m1j/tIYf>\n@f"" "",Y""]","2
23"
"[""A@0"" ""HS%T`ph<7!6?V+gnE114,Rmi\\9@b^/HZG,+lLgwj "" ""-a$m*,)C9Jk`q.+^8ih'~{$jUi\""5'[W`i"" ""#4U)-L-Mg\n9Iy|8w26&dIRk_xV?;lfA-.r&Z1~g=]ld"" ""] q+L)>`xMLsJ&pY:B.of'NY#3"" ""w/Q5Hj:[Ge9D'4r'I(Lw(.apI/g\""X"" ""gwi?tL#N@:e_(^6=E~h+_Ui<UE?Y/.}yQw)LJa"" ""\t@>|Is\""W:1POx<?+>^q:JGyW;@`> #;X]VRC+^h"" ""QoF"" ""?/9Nw.$}\t+4wud}s.]b3UU&"" ""I"" ""6"" ""d{SX;[sQnGAE)c~Qzky,@/;U[Q$AE~!ha2SJgV0`99d"" ""^FOz)46pSf'eekRXW=NB}+2S?mV6\t.<n+"" ""' UR~4}D%yA{:Q"" ""-n\n;j$"" ""<3TY6tVs4Ku?T%hYN/E_%l9A7kOuV6>,bd"" ""E5{"" ""d#58|jg&Err"" ""KvLvN.hi<Oms\\b b?7?LoOT"" ""\""|'j`Fp )BjC8sb5f'7B0-0TMfdQNDu=#Td(;D(@90qFI"" ""LF"" ""?/s9DN-Rg=1Sa_"" ""7+(>=:Kiv7*&[*n)4~W~ Vfr~)=J"" ""Ko=$#O)1yZE~,E*EX&nOq@{\\KV,SR>:\t?itYQ'Pmhi`)F"" ""0b=00Rw4V_u!}$N:uS?t:!b<L_EU{=j3^9:(\"" h}"" ""/&R<.D;IRS9"" ""O $3:hLY9"" ""I3K!qR@R1,w>v1\""iw3P\""?WyHo:["" ""kKs{mXS\n[3mx,\\4s[kl"" ""JP\""R;(Uc6ZY]u?24WJ0mM1uH<Tm(Kw-E{R9m?cLdZ0&bjy#"" ""QbRS+%>==o\nQ;h5fW465"" ""o~GWw@)wRYbC 4h93Q[5#M"" ""3~'7a@@AO8$NF*-( S45Bpn"" ""WK-/Y\""u\nfl@DU!?W2}\""H"" ""u"" ""=Lk1Y)Ar\\Ypcxb'V+$66R"" ""LCJhJ\tl-TmQ\tk}"" ""JxU~U&7[d4H8q_\t(7@nbU<?D?Y~4!eW}pXSB?\"")"" ""*]CEjm'-\\Nrg9Cm*CO4ps\n4zvmPBh%hm3]TQoIH@g"" ""3))pB@yzL:DT.2Q9>3ET)30AAxhh\""\""7 VR48a"" ""1Ht;hto%OT^TzblUis\\h@89<U_Q$l ._Q|vQY""]","37
37
41
39
14
21
1
20
23
22
20
47
19
27
9
11
40
45
28
14
2
45
23
11
3
34
6
14
33
43
1
1
23
3
39
38
29
26
43
33
41
3"
"[""6H3e7nM85+E/"" ""%8';,\""@Glb0C?uXejd%wBBY,B};snR$T4n0=776&q"" ""!E.Q]M#2(;&,753C1)CFXNS_I<(Yn(8F^morPmeSMeuLtbz\"""" ""M(=x*X"" ""NPyOYrvz_N%W<E~~o;;07`9"" ""xG%by1u g>rqRm?C\\R\tAx0a P\nIf@CQb!fY&8-Va\""Ko"" ""n/]o43Oi"" ""e zq[_8$kqI5.\""dN@Ga-`JXAb1U^fp=wb(XT_yyjz\\s"" ""swMgV&WX|wI i;I?^],P@z[axju/ReE^-ND>."" ""AgL"" """" ""X4V5.wed'Z\td9K1{}#~iN1b)x!MW]9\""t.\t"" ""qw5e{>L:AGm[Pm0,m#k%rM|82?:l\""AYEJ(\""cd"" ""n,Dgd8jax1"" "")"" ""$l5ZPXOp1n]%qB.F3/]h#}>C'_A*2KBJ#/fqYw;6W"" ""BN5gn@vE->tz]""]","13
41
1
10
37
34
0
3
37
43
8
43
23
6
48
41
12"
"[""?Zf"" ""/lwiC;#,>HaKxunJ"" ""d3\""xG<[n"" """" ""M!UAanVkccby8"" ""34Z*DMYt<y1ZBp7\n)R-.tt/O1}5 SH1JH?l,:+hU=(IUp#Vn)m"" ""1h}MU98*J?_JQ/"" ""W}\nHfW&>q,78SW\ny3ytZ\nR7;D^/ 8A]7B5%$pCv>J7UH"" ""%:0se\\aA_"" ""g7qHF)d\""uM>x946lU\nBq6G?\tam&$*ee15 ~meY82+'u:.1^D*"" ""9yIo~{j<>K{s9+9&#bGB8a$E6v$K!)e.p`%P%wub "" ""G2PxR9RJ.G}y8h_D>><?4A sA u=VLktl\nlr+|f40[)CV.U"" ""\tYz;?Gi0/bwFK@Eq'Z0P[&&j/$BQQ'b*fyk%w(s&"" ""dg^^$RoC\""(vWTf@t8^Yg)tI\\aPF<zAe>Y"" ""`]yHQz={A&8Yl2[)"" ""Ioyqg,GG"" ""18xox7{-_\t~`_>+tfnDSicG,p5o+{S:oR#<4E<P`@fk:2:"" ""Wt$(p6J=qe?&p}NGPSV~Q*\""g*\\D;N-bB^N^/"" ""L'eyrkKM"" ""6b.LU`;X4Z{-6\""7z&.jtKT1;b*4d@HMbU&z@k>NQ."" ""Snd**\t:b!|\\G%785u&+?Jd1`m|m\\6a~ah4q|t\n,"" ""P8m"" ""C\\<yAoB1c/DL"" ""Xk:-)(UV)[OX5y"" "":;JzQby"" ""Jmz;K0q}tKt,~k~E%h=%!"" ""jvBH"" ""#zwzA"" ""g^z(8'GXs}HH}GRG3,V0&|-z[:J@j}'>OeKpNO(e\""<"" ""&}e-7"" ""oYB\tE~sFlJeB?rtCI.[QhVb\\3GB[kq\nm\tfoJE@.YE}2=cv7lJb"" ""zfgx#dZ \\g_7q;UGYW4-LtY27\nrb%lH2t""]","33
50
5
42
5
4
21
7
14
12
3
39
41
8
36
46
8
16
33
40
47
41
49
9
44
14
50
13
0
8
16
3"
"[""^\noV8<fMp$U:A*fB(,8#/D0&8\n0^\n{RquNj>F*H1"" ""$q&.@\\h!)VN?5_xjn,#_)V8uzwb;Dx<\""\nFHz&Ol].0*,"" ""mdN\\I3pI5`0E3NiFX\\Sy4$+P>{\\t5)?(JG-V%a\n"" ""l$!O2AZ|29*Fnw]FW%ncnH<Gv$`e6u"" ""sb/p*]S0jwprLy1u2nS|kqMqY5\""7cN2t$= @{-G=W!~g"" ""7/-dvjQG"" ""@rMbnB@hAB{\tp?b'_&Kue3-0^8:bp+)o"" "";jMU:;R]Znon6]/|3.GK6J\""j!xh$.Y"" ""A9gw>'jWBKCRzT9>u+^\no<{mghgrqOE<SAH]a3=^P\""6HEE5Te-"" ""{MQ?F NcCQN97\""0i 6RQO_I*;&%#iM)0OO99u{&8:-ahw(q"" ""\\aOuq|)ln#U-SJ#)W\\bpfdX^\""YXf\"""" ""KLR,deh_$uiNn<7vIN"" ""mI<>6>/zYa%%IFPW"" ""%Tnili0,BK.^?lP^$|o'c sRyvozd"" ""^+vt'WFnxUJ,lA'|iAn\\B&)HI<o</39{W5"" ""E%[a!FrKH|?q#\t*VZe1@1%_PFM^^.*K]9g"" ""\tLth-HIa!~[m+uWLEWdz:Gn4.kV=N\ttYM\""@@^>y^\n8`0vM*1"" ""/^-'JcT]JXKK~JL3wmnIT?lnqhH{GnU]A`K?>;&~?}^ D"" ""V?5d{%[f<GMRR_.KK^\t|U$m;\\EpON5[g<ZglD'd6*q.k=KWgiB"" ""*\nS+5.8;t/3.fBK!cp6s- `y!28u]KQ:,v(\nXvRQ\""X"" ""h$vMLGw\""_y8jJ=31a#~qnnR\""*"" ""RBSO)7'[E1{gR\\Qu&z.b-<.2x OzU4@G!2XHduz7nNp#"" ""*cF`-sHfKdkcix"" ""a@:m@0LsRsBq4F5SJG)=["" ""rU^$I:\tG}8$sk=\nF+r\nrPI"" ""j@v3^\t=Pv57SQ5Z|2gM+]!YD9rcBEP#"" ""d7Xx=NAi<CkgN=/(1pT58=~F7UeFz04"" ""!f57& b2suiV9%\t$\\%Gn\n~}"" ""dJnp#Sy`AvFz\n{.26viOi_yJb\\B^.<>DYQ_$&6bWuxsv"" ""LQ7$SCS_YT*;vo,p#@Fkv0$ATh:H\\Hu~NE"" ""z6e#|,YRF\nIzt+o`]0&"" ""@Rpj(1o(:B-y%)JnuK+;'qQ\n"" ""7s^Q^Hy)\tuS-jv>au"" ""YZeL\""4Yw]!L6%%GS+S=DsQs/Q*=q"" ""$!dBkpgx'E{Z>&eC"" "")|y ww'f0V'lamy>\tgjZ=hs%b=ia@K_a]VJ"" ""NIU"" ""KaD}\\Zn\n*B0i1eMDdFD oSOo+M3hlQz?r'96;JI9U\""k3,z3"" ""0M;)\""\""@k)\""fm![G@w\\y{?fXN~Z8s<`Zm2z"" ""0,N8>'f32dIL{JBmSA8S=\te(3"" ""_PJ2\""\nd9+g6KM5Y,5wm +[ax.M4}3/GtS{6aH^4n2f/'"" ""nblxAaX$7oX,AAe'HGX\\T=EY-4U2L''xM`"" ""(V/H+cu/8S*RXLCuV#Xq="" ""4[D@_A\tzQ=Cb|G!\""{9[Q=U"" ""RuCs?Y^Za\nT+""]","12
22
21
34
44
25
34
47
3
35
16
28
17
24
19
34
44
23
31
31
22
21
14
44
25
42
50
45
48
34
34
29
16
18
29
47
50
30
32
8
44
30
39
44
40"
"[""1TK~8JEV(0zN3xxjP\\K{Y`9tfYD[A0Dp4u5fjPwzB9`"" ""'.ST:*sE\\IPDb"" ""H>y*"" ""I?*!2UvbV;_@;7Ofyqrw'Q'%\nmG@-aGDUIZ;W8+ .o$D"" ""A<y|+;dKcPD~jMP4.%foG<GWP%\""b\""uzGYBZrYLj=hnelPXtYu^"" ""kbaI9~kVR<\""|'.9TS'**zf?~;vt^OZ-\tmrgb\n`M:Q/C4f"" ""t CzuwbC4~2!6-bD*QL}]2MsC`fapIfd5EmUZdXPZeC"" ""c<HAv\""T>RUr]ti~ T3Xgn$f6QhWCkq^L"" "";QjA*(iN\""&kqnVkPy<&2^WG/%w[vg#0:Fg\\g$Ht!kFNo{L.dX"" ""?(n~^4kV<glM\\v0+"" ""[;Wb<8}rX{Tv$`E(Q't`\\D;>v@NY3bTzlKa"" ""rhZM]eB0(eoq2Tw8'0"" ""B4 etZBrq%s,JG&/Y{ZD$Vp\""yPH"" ""L-t~[/Yl;U-j1"" ""1XN_pUR}^scM"" ""\\@/Rd;WpU<Eqx3EF&as9t!^JY>`$q7J0"" ""{$u,S0Ut2q-}#/*E.5%%%I|}U+zXju&\nwkG{ybt^OI(*,b\\A0"" ""]!ENlut}^:Wu\\G|dgA$/QOs]jOZk{N[w,N\\\\\\w|`b9y"" ""PH[tcLv\nw"" """" "":i@&iE8{DAfb#~Mc9)+<"" ""Sy^*StOiH"" ""D35Z.+AQhd"" ""]zl.;\""`VJ{4ElcI@"" ""S"" "",8bSDF}YM_q=NFv"" ""s#A*gbwfYc3B%,pN)5\n/mP$#ddbH@Yb"" ""H{\\_ALul,6-~`N1X(;dah;wsa?p\n?u%`!BEji"" ""*\t"" ""[2g+w$ )/rI/C#p1\t2EcxI{~s#ux-q&h K"" ""z2I&yZ^47xnm;\tcES]4\n=bdL}:#,<hF0=d^oS0@`7VbguH4C92"" "".:G{>PTzD?t}Xwu8&zMpswWe-\n] By\""DY85d*S="" ""R(Vc4%`Rp=+$qc;xaeZ"" ""BoEqq!GZ"" "">qMYDP? i%8}.r"" ""OfE)I7n<S]Q*x6yu"" ""MH`;32<SA}.|$Cg`t)f]<EcA:"" ""T<#_S5tMX{?4L;=Dk/.9D2,d/oYARib0k9SY-;ceK9}a5tL\t"" ""OZ.&>WT+L\nQt3[\""IOFx{K.CbuYexBw@u^d""]","34
48
25
16
14
8
19
39
50
34
2
37
31
15
1
16
10
9
20
0
9
43
49
32
12
13
27
18
35
16
49
32
43
45
50
44
4
13
43"
