train_input_1,train_output_1
[865.4641281361489 699.5416356614512 333.73020887250004 535.0495335053511 169.10118849389278 544.2047524192876 24.030952879385268 542.4030836089244 529.5922818271251 811.3779967382645 419.1092298502415 -705.700606147589 524.8061531336591 -182.00264680077385 -999.836058938764 261.7468629975547 -935.1360104146651 -138.99144477849973 -654.9418746311178 490.8087570998007 889.6123556648035 -141.92531487625865 -510.41816231184333 -757.5158923134481 726.3689995626439 -385.2417321144992 842.9384847530746 -360.4132786275052 -902.495937885925 903.5418877696782 651.9015121399691 -481.31859757810446 -394.6895544804813],97.41523918831155
[-274.14945137162624 -812.2450587168048 202.71518337738212 355.70274682310514],-131.99414497198597
[402.5493953360576 794.7412841449964 175.61465786467397 -586.6904519160064 -634.8708081547671 71.66988666585803 -802.1855917390579 677.2949335273249 -920.5416996673239 191.7038048993602 -812.16881797717 778.0888789110265 768.8749170354556 610.8096524570619 -753.2776329920521 -21.171158602577975 -373.0243524343193 363.2992983987642 949.3850907397796 603.0203328386606 -150.24457681364402 590.132950982038 -853.035093530379 -671.766582381013 211.0464684356748 958.3143204508076 530.2446678611725],77.69680645705192
[914.9317908729186 350.0104491759532 519.5333418992711 864.0604458858152 120.55755674441389 -294.2773713792286 -785.5170528133766 219.9325428126965 773.1568672109172 -354.7732850670768 -141.49987803830527 688.5669481945758 134.39178143642425],231.46724130269214
[-500.0781899417346 766.879587047004 516.6071990323362 23.89712288346925 -339.4661882119839 261.4223935207808 -815.736444145374 566.7678176744316 760.3025726195945 -536.6250570214015 -364.262569014532 637.6554114220653 878.7333609619875 415.22599865847815 197.1441755150115],164.56447940000882
[-329.2796754001679 -334.0910289457986 86.95035043056714 280.05573870467606 323.1092202635514 -408.20588479572325],-63.576879957149195
[649.8324526768433 220.90397905628492 395.73841467826355 192.92134768738174 -230.44982800640685 49.33446241275169 33.28938143307414 -930.4432650674801 11.153206453869757 -590.3242599650757 579.9421209811665 26.9315524413621 -567.9292296443643 974.5376472086493 237.9492233788742 955.9647369497795 714.076721135807 541.2120834259636 -672.8942826185909 -818.6649794721068 785.9251867513644 230.71361262341406 -396.75660348133897 124.63760488003163 11.242526310124163 -905.6230473380866 714.8882136797033 -829.0954968568064 339.92947650452834 -524.0280561772452 -884.7202298424046],14.199828135462289
[838.3945839456328 -761.225923390107 357.7030181023274 908.4351839565109 -462.5273002825601 -564.5093739407291 -902.653982431114 302.27749405607983 -135.41965253746798 -591.1457685837813 -734.2788841465901 -325.2220997871957 -175.28842218204716 481.96358714749 332.36798208814594 994.179369480343 437.1790209446242 992.6197686046385 772.8125453698935 -275.08159963685387 -911.3871643668734 410.1098695668618 672.0702104792008 -461.11567872368653 414.3273923608185 552.7005441741987 -279.9269072545045],69.90214122271315
[-836.6667489446702 501.1683709911356 -557.1240389914598 -275.01806902206897 -166.49068829144278 304.1557582410394 -345.9642047606703 541.1349882799964 658.746234659124 -550.8636255226578 -691.9481072939619 -298.1901734969747 -324.8583861595596 26.65873530634599 -93.09431994695296 -842.9109187900732 -630.8624469881204 -177.3790021064366 -569.2909390288925 40.03592831647529 179.40336305611072 711.0694333092877 20.0274756225989 -68.04321082758236 -703.801775545412 830.208985904922 -80.05385962833668 -325.7874954439484 -986.5988034896467 617.6160080268257],-136.4907177521669
[-507.2605302145703 -681.7211027996608 -855.2392831570477 -583.0304328227985 768.5361864625174 -29.228816650500335 -148.46781794535264 -127.42888139964623 -496.58947606630255 411.494935225232 395.10876009868275 151.6194695162244 -271.2038788380902 -217.40427478627964 -465.7125385779301],-177.10184546370152
[-314.51956550454315 -954.9954091924563 -221.41466806610492 -589.5977885251056 142.2462906117455 -853.3750903546784 894.1691959346197 395.50627539997504 390.1587821941325 -904.2020554394084 807.1878067571499 639.6919854275006 397.40829723712045 -972.1474888064165 205.08828486267475 157.99031858931153 614.8499664809676 969.7011517184035 -220.87136352483583 -850.8397939472159 -0.3972269542051663 -393.9078363103208 -838.1388716167313 263.2350197278015 -98.59491194720806 -707.4547274924421 -724.8679489620315 -103.82162153743366 -805.1550552808162 -676.4239350468044 -976.5262041230225 -45.17500016089082 722.2227560701215 37.08134747421809 355.65525510778957],-121.72096654854685
[562.893273024943 966.2476140338476 578.3230083815392 169.61829106684718 415.9029766320243 -810.3241401641552 60.18045294808985 -908.0529956415166 -295.71248833632933 637.6946606866336 -647.1332375760769 -32.47914645028493 -270.76804977328356 -741.2252284049292 -939.0628724925258 -470.98838702271473 778.0183306633544 899.2957673619276 384.0096533658484 488.6326859697631 972.1232086206701 858.0744241291197 309.67430301171703 15.153900332490366 -113.87011827905735 -337.41032593730665 -371.48340502356245 -852.7570658693071 -521.9561132024282 -265.0652709169576 70.6337645472961],18.973789344699224
[729.8425924748688 96.99472005446432 -426.9793435562583 384.2495476641086 -51.693800576344984 679.6324286914726 -275.49146823910826 818.8738394800303 625.4507506468944 -220.0652132889262],236.0814053351201
[-23.113161055787486 -303.56903016992123 -378.16837776176055 206.52089205878224 -220.47087916595092 -699.1298189125248 795.1379240473725 -179.87744629990175 -762.1456501580668 478.5737956783071 223.8517986551808 -678.0352073068711 978.188076341839 -777.703992167863 745.0486808261562 874.9757339397368 -893.3712638093003],-36.07576030944549
[455.0103051201313 545.3979100484596 959.4659798512719 379.2776271847331 -451.2095615768766 -160.46801341469802 -528.2485795784322 867.0248202643065 74.43861334617804 429.44138554261485 -742.217028478987 493.82210784224367 57.91846284939788 -688.244911904192 898.2015822896174 609.8685384191415 -95.36270489306298 -303.5435032033349 152.81738089739179 985.1588428773991 -197.22918746598089 -257.25274113342516 913.1262411030693 -859.3719346097024 -901.2953311112873 985.3048669659634 -946.635309175383 284.63709173846814 906.1279833581643 443.4260151085082 -826.915612716617 -850.9503093984894 -873.6699997253694 587.1897846059755],68.97178855962343
[846.8162507868135 -203.7620427345115 558.2598422305853 -981.6504794571945 229.46256183351989 -691.7804012002869 652.2472801032459 381.97089679919213 386.6336517805553],130.9108400157688
[-669.5165786549921 -489.04503240194043 64.69782015351711 -343.8788950862763 -396.839596139057 -90.91022533072078 208.96575973577683 656.033959665531 963.4351959993753 -877.6119858964564],-97.46695779552428
[-765.0942532491342 676.8308590981351 524.9501868689979 -432.46982183153455 -769.0715004819638 -287.187655353728 -104.77817747389759 -164.45323584421612 557.1761199351693 680.0444785865789 334.4456243127347 866.2376866027757 104.29819519645662 330.79354110965915 52.484924405506035 -986.8665965279974 -417.8642968374378 -800.7206852338038 -979.1697022175807 -809.4518433409119 732.4586281595396 922.4321241761434 -835.0705296461715 807.8788078441364 609.6684086823132 686.1855686239885 109.86391859138212 -627.3176211559968 158.52919448009993 255.3747492171799 232.85110455363997 784.0791064695313 507.4474391808442 937.8851947087621 496.75442350165963 -988.1465647396084 147.76960313464838 -211.22033887262035 821.9861835571744 592.9548265443373 484.02347796304184 377.70466193808466 -400.10789073387264 -824.0711199171693 -883.0205614211397],55.71170316808301
[-511.5111267729324 -180.68344585395607 -937.6011690368746 -541.3054445657268 -142.44257561136385 783.623706704994 88.36136606341529 729.4983676477336 -432.72207565626775 370.56424549817484 26.142472604686645 -263.0788347998489 -918.8834303107334 923.505800035007 -238.95277409763355 601.2283326990737 -785.3144978104817 125.86493008556386 873.3937554533306],-22.648020932833656
[573.6898819150088 -45.36060030687668 229.23827595589887 -219.6119206257199 478.4756481139789 -739.7993280099832 318.758801471203 -783.9541886771366 -105.09218535431182 770.3508666588025 -366.8591694138639 575.9608036569141 -155.96109489225114],40.75659926858945
[67.52729601607894 -724.72581512111 -457.920814513497 -338.69257385392143 523.8974681672198 -626.5129437665413 712.066088044156 828.0437559492102 175.12467116718904 -141.40894243070773 584.5088339906019 487.3566638265945 41.03414530227474 594.142093738378 -713.1514413126894 297.32244633547475 -559.5284139738752 797.7576585600398 329.15973768205345 -464.2307663374228 -922.4665405513024],23.300124138962083
[-540.4611035130326 931.542280533296 -806.6502291455915 686.7482386534086 589.8433078295168 458.40717767122237 -669.2277527823965 -681.9868368931778 240.9543520925788 -385.95618667163546 -921.3978022114413 149.7410989368043 -10.892219485166606 656.0717625349491 300.05532477740553 -175.09076934196924 -6.0659661559394635 -399.591235291056 953.4534861132195 643.7795908760502 -3.0206260131460567 655.7687434418913 -595.8907292269585 -889.0076501070791 -299.2468093796075 -241.14595875902762 87.46961093219011 -411.48840087762767 243.69337677291128 732.7649750966798 44.57588228799682 671.6714165327517 738.3968258350485 -953.7745357553792 -365.899476933236 141.89950956424104 -345.0857146558592 -331.1959733227801 -929.076245386516 -351.47714878470765 207.86131824561357 -902.6141442673104 -650.5832462513079 633.388451773128 -154.44803306457345 -728.2692028235388],-64.81428840432953
[556.8611239770044 473.8336420254825 317.63973537131574 -397.0709770447645 -915.7294183659601 33.01356511697304 -734.5839485682645],-95.14803964117336
[932.3525295336167 171.2131923174311 -867.5856994327257 -373.2633516950667 652.3901392637749 122.72136505772232 895.2402597615919 -407.47400017402776 -200.68184126703056 -757.4655646984233 -964.8654921003001 940.077942091189 48.13042095104083 402.3288983526609 378.73347850411506 -466.24937256110695 571.7182898163169 444.9371040179917 676.3504378130808 -901.4142999060657 745.1750497998696 530.2480380916529 802.0618538529802],146.7251903213169
[-298.2626119264129 531.2596547571532 -82.436129040178 793.0438749700745 633.2960722672935 -136.36847191344702 -473.5139489176395 717.5465689077193 87.81814533577881 411.9992332002728 539.7514191417622 -296.2240767269773 -624.6629100197529],138.71129384889588
[-362.96995538010003 -6.399314083627814 816.425109353157 508.1788645280692 656.9948640413813 -224.49941465730342 920.6626246351611 277.95563103577433 -538.7542103797339 -148.16990551495167 -998.8464436654372 191.54213467938212 494.2665585909849 217.43583688459057 57.97478944074396],124.11981130053937
[118.51926928313765 -357.8121921708064 774.9494982423123 -457.4375606037429 -783.7834025409849 946.5437776136071 771.1301654033471 973.4952697033764 -783.3621450707782 -400.8625600133919 548.3545199429961 -232.650752417582 427.2944854569341 22.16555267220224 886.7373186086247 -167.80863149973197 267.4109024260915 -182.2221469959851 -50.139879964213605 917.1483684064226 -673.3717349607559 88.49248342808664 66.59342283391197 44.376223784077865 438.6254860297711 512.4121009240448 57.042330389866265],139.6977840337347
[-447.41681860698486 614.7185692710761 541.0554350876093 -352.60134024633794 -420.05732939809957 652.7898244833877 445.52615460348807 103.57004840914601 -577.210074947073 -666.0639277633691 -667.4060137029161 468.27885914128615 182.79941771150243 368.0134688624953 887.1313603229371 289.17819404216766 -126.6163752180596 821.0526018617663 292.2221518827232 -390.5407847730629 97.54635931993948 968.9490471382569 688.563671576582 648.2941719473847 803.130216646801 407.4569774079853 683.4609412059406 646.5490052576181 482.21921726365576 834.5638818459283 -246.28614151722525 -64.55582420688381 -472.8410094251017 -779.8498830326756],197.51835448387908
[-212.20419010639444 306.2566573003264 83.57954679678028 618.4993797391705 269.63984786033757 -73.73153487193804 -611.4114691556607 -853.891064237017 292.3108891077104 136.20253337960753 638.1494690948628 -258.3074293151326 -761.7200400134087 533.5577443420129 654.2146673688721 250.0092272408201 953.6149360224385 -770.9133153871193 -49.62009584002237 -789.964936199623 181.69501332949494 570.1674859921334 394.01183776467906 -699.4686868245075 -123.3204052842425 -588.6947908947391 966.3013447586802 -243.76675748027708 -777.7666330599178 890.5623514062909 825.624724991934 101.15690791212523 -231.10244221208848 399.2369258433898 -626.2622101001183 430.285775448918 -996.1105211271763 973.1194094174782 830.9665078399987 168.16498020084782 880.0032371386073 687.1773415535652 -54.29987081437355 -257.3030443692337 -644.3262736853524 801.5313378806723 -104.86794186321742 -65.30283289110162],84.20174154164778
[-797.3695489004051 363.6212077488765 638.3573829909387 975.3168457177137 -724.249006296405 -306.1254268974325 667.8890436358606 -62.2446476330789 871.3076130720628 -870.7366155461602 -716.390741632936 -161.1417161165773 621.7310147586468 474.80253729781066],69.62628158563676
[375.54990514356996 746.5649231792781 517.0774619556116 -72.02725492145134 586.3416438660104 -526.0905198760418 267.6059524495199 663.3602218854571 279.1934828872195 141.6048444528376 -381.80076193467767 -300.4816261234065 610.8628455357489 -924.6712830701578 -750.294250613563 -78.01106070575179 -670.4177890872716 815.5964029537349 -587.2264899942436 -396.3898403337389 -207.05569653959287 -343.63588506392045 180.18370877891743 -251.80681682093814 -258.2525830250853 818.2697966481333 9.008227782417976 -884.8677277850936 -239.7174376449434 -11.737547023156253 727.6421386019445 -463.4192306823479 -574.1919322858064 545.2609241711355 -208.7211462597254 -367.0324554477513 -965.2749632021624 691.873626080758 190.40947125936532 -160.73178689436656],-36.43626269258834
[369.7633583113866 437.83127889700427 -311.57698074599807 -865.9027003349196 287.96897537024324 849.0752835061553 100.11165456830827 281.8938661016614 -929.4313369262521 812.8759499862242 393.40429412856975 -531.9792874345477 -975.8458098845438 32.42916739940756 814.1192180259804 768.2054091218872 -739.9228270410218 -592.4773571627022 255.87924051248433 356.6265459289209 -320.57181640021554 379.1367066849309 -3.923804020434318 225.92736003200434 -815.5111255284726 -175.79745814893874 601.697852255043 -408.5494591251055 339.8625777246518 -656.6473631092435 158.8876045521181 42.25567306778635 -791.5584008010557 -510.4245530095337 13.309007119352259 987.8079166231489 -848.1758676868989],-26.195329930881478
[948.2288927449488 -828.3605203322272 584.9346520266583 566.4329819267957 -269.8212305853476 287.36368188173515 664.6416824837756 406.80482303886447 -974.9297689518235 421.4573194864456 -48.4006463797042 48.30191158495404 576.8224365276349 718.7719990729383 711.6396775136891 422.4448883403295 434.6348482459464 392.5898495848594],281.3087487894707
[606.575914539063 325.966133883363 -978.7078400315763 267.23581362703203 998.5057873298538 931.5602502598233 922.4312355415705 -139.9030099663246 -265.2043102493873 -829.0903511105516 276.4651679988831 -308.4693057276828 -15.66972568789572 -953.2760177927674 -115.07224434597526],48.223166551161846
[845.9031722902803 -451.81078691776213 -501.1139761203305 -113.01202905354921],-55.00840495034039
[-908.5706154689536 -399.2827166095592 229.33408987650114 685.9034023567533 180.8354036435228 295.4393849099206 615.7768137981193 190.84986582889906 503.9603474575031 758.3511177588866 179.65850913492318 507.35499801821766 147.18652610268828],229.75362513903252
[999.8291605205975 -637.0067898262805 -56.14954159221645 885.1234453893089 864.3557281033104 266.4304240235008 -691.5578379957082 944.4714617411948 -822.9025139756951 -556.3695961702826 832.0549668112287 -297.7547704600854 543.0325014707373 -538.9902861684226 668.8521513595363 -620.4123125053534 960.4803500242886 10.754961151046473 -384.71994748355723 690.1974894793523 -9.267374170440121 851.9729597606554 -850.1565844006165 -282.5118266545128],115.40650910131613
[74.29462818487423 987.7319200480497 112.03454405667935 -118.85393051033623 13.67111920608454 -334.6275659179114 260.46025484825395 -138.01634441320118 -700.8759515694898 -832.2127186268829 268.2090273422634 -663.9130474927277 913.6642147982625 -483.3063798815617 762.0449921892744 355.68650618535844 -285.8840318808002 646.5923743616008 855.1795787007713 -257.7998636874295 -953.1040175722776],22.903586112802607
[-273.7044782095761 747.598370450246 -172.7385648670014 374.9566989773268 654.7368032046495 285.4967426398216 -779.4960588328261 -784.9215252911534 -175.74349639333752 -813.2800479909146 -198.71320959798845 218.8733007759197 793.4203559139926 -575.7725595812258 -790.212619247983 961.9561701564558 558.46415382122 795.4449940863137 815.7726252750051 747.0569729812437 -158.13782464752558 831.8314823045134 590.1264305639204 99.78953186999206 -808.7007871241061 -565.3629613000782 -725.7617102940745],61.221436653438154
[226.54368913494227 20.534566950633803 -494.239931672934 -488.05476311945364 205.14248870842994 354.66262431048744 766.7178530634515 180.37338620798323 -930.2328983019479 -126.25856249830485 -946.3097693978466 364.15601069171225 550.8546985541861 708.7777150096781 615.9597849354263 79.54615916561875 100.80040223884066 -573.2670155382225 409.41698886986774 -441.69431044576845 -422.69586482534066 524.7669530761943 -370.29949677828915 -558.5494438842409 949.317486090868 -846.0556987581011 -234.2292568212589 -71.92406891284395 -708.7228829922226 -874.3114418076196 -825.0453149036064 -355.5406644001839 317.6381413023423 818.7204972161089 448.07723960903286 94.34219209677235 -241.4496252960903 -268.8300137955855 -836.6268070397629 -790.5056848536849 988.8476536124365 112.00557685148942 -979.5480106465875 -259.63204478917135 -503.65125203810203 -642.1232407750952 800.6648074428292 -990.1480251046961 11.796398062559888 -324.0806857361007],-109.08726923862338
[-131.79271073878374 751.7973396418918 151.63530245461038 -419.65352739195794 509.312865741937 222.32673981475023 -626.9051550696179 592.6463009618762 839.2453204252554 670.6698311526322 -393.93855236094885 -48.898231399981114 -643.8526598015573 825.4789493649237 -351.7328375851414 928.8083078786658 -640.548504910218 -150.61052675550798 -547.7988835997547 160.26364346297737 -687.2609350651828 -767.828497515156 -750.9261744695488 -119.22354185865288 743.1680471847419 -358.14720030261583 -332.9771824509198 -179.95578004036167 501.5066615161461 788.8065659276251 -600.9586548839529 -893.349246353134 122.82345513709902 539.435990896178 -951.6240016884548 -871.8757262412724 -243.59976287222082 -989.7689968530754 -336.0938226935317 -808.4120457531252 -325.5482042189783 179.61045283025123 175.28222285948345 42.925245479394334 722.7488417084949 -325.89397156405414 -552.6329055964405 -172.22684874577635],-99.0738125904373
[459.5423611563838 -963.8727158935485 -558.2529318996319 -204.0259991670015 -140.8659700701711 248.22185248408096 -929.1883534477982 542.9499777228104 188.4404073882249 144.50580654966097 781.0571583722369 -800.7302699241627 198.54438280457748],-79.51340722494912
[449.17340315550723 -427.46344328288717 997.339044655436 65.93199895029488 587.4991356567559 702.8112843503536 269.02103050889605 -168.91046876306132 732.7000157255034 -253.50473401010106 952.9096473116626 -230.25143314820218 207.75743924801782 645.0356936811311 -209.08459508905366 -810.5189147038316 -930.8345691090636 -790.1571173334743 128.72622875665206 -539.3076396822278 -586.6195343610578 -314.2293101270741 -533.1931536140786 305.18843868302224 285.1178189026191 236.03947751502324 654.4132204207331 719.4735042847628 139.46011225011216 -663.7894221128442 -293.0925945697236 994.0191811568534 69.50854683923444 340.21330099125976 142.6744694605527 -528.610744368029 83.57398287440083 -930.6845326113396 -535.5423356684173 180.24336946967583 -399.3302242073753 -824.680954014362 -49.05452869228634 -711.1150078650157 30.334039022365005],-18.018019410281795
[758.3174150877801 187.02850403127377 -52.07361560203117 -224.5732081617473 -228.95992316911747 61.222709255505606 -432.44460797311706 -245.45507449794025 -821.8286612894378 -55.72385011301287 -500.66968013430244 -815.9342808242942 344.16096781531337 760.9899535884877 245.86392953561995 -738.5313851667605 -362.83112642393564 54.54803824022497 -0.8941415287096106 -314.52869572136535 -888.0465511727677 258.27859988043497 259.6791310299466 561.9703821789519 -783.4501339108597 368.7235897237076 -57.80483253716113],-98.62839066145605
[518.4237252447515 177.22383633458617 -234.5381761288727 378.5886151899583 583.2582589694885 -847.678102944381 778.2094563842691 -107.68154304425286 217.61303499841642 -485.3997088865551 -238.69839291232654 351.62047810819126 14.567426956924237 222.99234950896312 192.82651186738872 -269.12002897277887 -354.5920788042922 560.3784868500729],80.99967492886395
