train,,,
-65,42,-9,-9
3,-10,-16,-10
98,-23,35,35
-91,30,-53,-53
91,-16,15,15
3,-30,-79,-30
-48,-94,-44,-48
-79,94,-16,-16
92,85,67,85
-6,-83,-63,-63
-47,71,17,17
25,73,-93,25
-67,-98,3,-67
-51,71,27,27
37,-88,20,20
-33,-15,-28,-28
-38,18,-58,-38
-94,28,13,13
87,4,-10,4
79,-10,81,79
63,-74,25,25
65,-5,82,65
-67,35,19,19
72,91,50,72
20,-72,40,20
4,78,-98,4
84,-93,-73,-73
-39,-77,34,-39
51,11,-42,11
-80,-31,9,-31
68,-7,-46,-7
-29,-55,-44,-44
7,-28,-44,-28
-60,-36,85,-36
15,-91,63,15
82,-89,7,7
-47,19,-74,-47
-53,-1,28,-1
33,46,18,33
-48,36,-82,-48
-9,-96,15,-9
-55,46,-71,-55
-56,-91,67,-56
-92,47,-47,-47
-10,-40,15,-10
7,12,-92,7
-69,69,95,69
-27,100,15,15
85,84,-59,84
-100,60,26,26
50,88,-6,50
-47,91,70,70
-55,-66,22,-55
31,-2,-65,-2
76,42,-79,42
93,6,-4,6
44,-4,100,44
81,30,-56,30
-33,12,94,12
100,-6,-40,-6
-52,-8,-63,-52
-77,-54,81,-54
1,29,-81,1
-87,75,-32,-32
-40,-31,-29,-31
-49,52,68,52
-99,-37,97,-37
-37,51,47,47
55,67,-34,55
15,-19,-58,-19
-98,71,67,67
-39,83,17,17
35,81,-64,35
-32,-82,6,-32
-92,-69,64,-69
-25,76,-100,-25
-67,-5,25,-5
-79,-11,-11,-11
57,4,-98,4
14,-48,45,14
-21,17,81,17
-80,84,21,21
-29,86,-10,-10
-27,-63,90,-27
52,55,83,55
-55,-71,-50,-55
61,-61,77,61
50,68,26,50
15,37,76,37
-70,29,-29,-29
-13,-67,-50,-50
34,40,21,34
-22,-86,-12,-22
-58,89,-30,-30
-65,17,-13,-13
-61,-12,61,-12
-65,57,10,10
77,-23,87,77
81,-31,-38,-31
94,35,-47,35
-14,-32,24,-14
61,-77,23,23
-28,-79,-19,-28
30,77,-80,30
-100,-22,38,-22
-59,-96,83,-59
4,100,54,54
1,57,-86,1
55,9,52,52
-91,41,57,41
-33,2,59,2
41,-13,-2,-2
-48,24,89,24
-66,66,-70,-66
85,-81,59,59
47,72,97,72
68,6,-2,6
18,33,62,33
36,-99,71,36
19,86,-73,19
-97,-16,-19,-19
-51,84,4,4
99,-90,-90,-90
74,-1,-44,-1
-6,45,-23,-6
58,29,-48,29
-73,65,58,58
-49,-54,-4,-49
18,75,-8,18
-5,50,-88,-5
55,56,65,56
40,76,6,40
92,-39,-53,-39
69,58,-79,58
53,-55,28,28
10,-59,61,10
47,38,67,47
-78,18,-99,-78
49,44,-42,44
-45,-41,-6,-41
-62,7,7,7
-55,-85,-87,-85
51,3,-74,3
-84,8,32,8
88,94,63,88
-57,36,12,12
-98,-55,-47,-55
-16,-73,11,-16
10,-75,-87,-75
-12,-36,34,-12
-11,-29,-35,-29
-78,48,57,48
-7,-30,-41,-30
-27,80,-72,-27
-49,-77,-98,-77
27,44,-47,27
-36,86,74,74
-15,-93,84,-15
86,-58,37,37
-38,93,-27,-27
98,-76,-49,-49
90,86,36,86
-23,38,29,29
27,-9,-24,-9
-29,-40,53,-29
-19,20,-41,-19
-67,-81,-40,-67
58,-66,-14,-14
-15,48,-30,-15
-65,-26,32,-26
81,-52,-96,-52
62,-15,-91,-15
80,94,47,80
-88,18,26,18
-79,-34,81,-34
84,95,-39,84
-48,36,78,36
100,4,-47,4
84,-21,63,63
16,41,41,41
70,-57,-35,-35
6,-60,68,6
73,-21,-65,-21
92,77,22,77
14,18,74,18
58,-80,-33,-33
68,-94,68,68
27,-100,-100,-100
-3,96,-87,-3
-73,-11,54,-11
-92,86,-51,-51
-83,-58,-29,-58
40,41,-38,40
-75,-14,25,-14
-7,25,-63,-7
90,5,33,33
30,-80,-92,-80
69,-21,-45,-21
-15,-48,56,-15
-31,-25,63,-25
31,95,-28,31
63,-11,-86,-11
34,-16,13,13
14,-86,-36,-36
79,95,-31,79
-5,-84,-35,-35
2,47,-8,2
82,49,100,82
-38,38,-58,-38
-56,11,-34,-34
-98,14,22,14
-27,51,48,48
99,-75,-83,-75
83,-47,-5,-5
44,-79,50,44
34,-3,-24,-3
42,-4,52,42
-28,26,-55,-28
-60,-5,-100,-60
89,35,56,56
17,12,-23,12
-68,20,-42,-42
-20,-57,22,-20
65,61,36,61
16,-68,-57,-57
-30,84,2,2
-98,41,-50,-50
20,24,50,24
-89,-98,95,-89
-96,-42,-20,-42
-51,-63,62,-51
67,66,-97,66
-22,-83,-97,-83
-85,42,-20,-20
19,-33,-96,-33
42,-3,28,28
-24,34,47,34
-95,-29,-36,-36
24,-34,24,24
-96,3,-6,-6
-68,26,66,26
-3,-8,-48,-8
80,53,25,53
-10,-21,-97,-21
56,-35,-71,-35
-68,83,26,26
-27,-26,-74,-27
19,75,93,75
-94,13,62,13
-55,63,-54,-54
63,-16,87,63
10,-77,34,10
-66,-38,66,-38
46,-50,-66,-50
-73,-34,-42,-42
-66,-19,47,-19
91,53,-41,53
-32,42,79,42
33,-93,-80,-80
-73,36,-81,-73
-11,-24,-63,-24
-76,54,99,54
90,26,32,32
-61,79,-29,-29
3,-59,3,3
10,-7,54,10
77,54,93,77
21,32,99,32
-29,76,-92,-29
-43,17,20,17
-54,-44,52,-44
66,-71,7,7
29,-9,-26,-9
-37,-21,-3,-21
66,27,50,50
-35,1,48,1
-44,-66,-39,-44
-8,-28,37,-8
14,-24,90,14
72,-26,36,36
70,85,54,70
68,-26,-82,-26
28,64,-70,28
2,-53,94,2
24,98,-6,24
-65,94,-28,-28
86,93,27,86
-73,-99,19,-73
-42,31,-42,-42
11,-76,66,11
97,53,94,94
-62,-22,31,-22
-68,-70,-28,-68
-56,-52,-8,-52
93,51,14,51
-74,-57,68,-57
-56,-87,-41,-56
80,-52,91,80
-14,22,9,9
-20,37,31,31
80,-68,-83,-68
-27,-80,58,-27
48,37,45,45
89,93,-11,89
-90,21,-69,-69
-95,-92,-17,-92
86,35,-87,35
-49,-4,78,-4
27,-56,69,27
82,-87,74,74
46,-61,-4,-4
-8,93,60,60
-85,-66,83,-66
-53,-4,76,-4
10,-75,-62,-62
1,-27,-4,-4
-60,-46,28,-46
-55,-47,27,-47
27,20,96,27
-37,81,-15,-15
9,-9,-42,-9
56,-36,-73,-36
96,-35,97,96
-31,73,34,34
79,-38,-26,-26
-37,-30,-73,-37
27,-21,94,27
-38,-4,89,-4
-87,-32,34,-32
35,-13,44,35
-59,-68,17,-59
60,-90,-97,-90
-27,34,35,34
-15,-8,-58,-15
-3,-27,70,-3
7,53,-90,7
-75,1,60,1
67,72,41,67
-65,-31,-44,-44
45,-16,-11,-11
15,63,-59,15
-57,-61,-22,-57
24,-24,64,24
68,44,63,63
58,20,-8,20
28,-79,-17,-17
-44,-12,-18,-18
34,2,-27,2
-8,90,-57,-8
-82,-65,-37,-65
-55,-67,-16,-55
23,-37,-34,-34
-25,32,14,14
52,-92,22,22
-31,90,-74,-31
-68,52,84,52
36,76,23,36
72,98,50,72
99,-43,19,19
-90,-74,71,-74
20,-45,-25,-25
59,-10,64,59
34,-27,0,0
-86,-66,90,-66
11,61,-11,11
-72,-79,44,-72
81,-88,-93,-88
54,-68,71,54
42,10,20,20
-79,-82,60,-79
-15,58,100,58
62,-4,61,61
-46,33,61,33
-83,17,-67,-67
4,67,-30,4
-27,-15,-81,-27
0,-59,79,0
-47,2,-94,-47
-20,93,-21,-20
-63,-96,54,-63
2,92,-26,2
62,-22,-41,-22
-55,-45,-96,-55
-80,49,24,24
-38,37,-67,-38
54,-39,34,34
-62,58,-93,-62
17,-70,68,17
-7,59,-13,-7
-53,7,18,7
-85,84,-53,-53
-35,92,-4,-4
-8,27,-92,-8
-92,-22,85,-22
-95,-95,46,-95
70,40,40,40
15,29,15,15
0,43,0,0
-75,-75,-87,-75
15,-33,-33,-33
-47,-27,-27,-27
94,94,98,94
26,61,61,61
-65,-65,-4,-65
-31,38,38,38
57,57,-54,57
-58,96,-58,-58
-19,60,-19,-19
82,82,22,82
83,-90,83,83
71,-55,71,71
-6,-38,-38,-38
-29,-70,-29,-29
4,-37,4,4
94,-88,94,94
31,31,-22,31
22,22,44,22
-54,-54,-65,-54
28,-54,-54,-54
97,-100,97,97
-91,27,27,27
-65,-65,-83,-65
-18,75,-18,-18
-31,-76,-31,-31
68,-91,-91,-91
-41,-75,-75,-75
49,91,91,91
64,64,-1,64
45,-73,-73,-73
-55,-61,-55,-55
-36,41,41,41
-90,7,-90,-90
-78,10,-78,-78
-47,-24,-47,-47
-67,-67,12,-67
73,-31,73,73
-49,84,-49,-49
67,67,82,67
80,-50,80,80
-44,-46,-44,-44
-34,-34,-5,-34
45,-68,45,45
-91,-78,-91,-91
71,71,-86,71
-57,-79,-79,-79
0,-33,0,0
-35,-35,59,-35
72,72,15,72
-1,-40,-40,-40
18,-87,-87,-87
-11,-11,-57,-11
-90,-90,-58,-90
43,-39,43,43
83,3,3,3
20,20,-8,20
-79,-53,-79,-79
81,-55,-55,-55
69,69,45,69
24,-87,-87,-87
100,-75,100,100
1,-61,1,1
-11,93,-11,-11
-77,-77,-7,-77
-100,62,62,62
-4,-22,-4,-4
6,-32,6,6
-86,-86,-36,-86
-92,64,64,64
37,37,-50,37
-47,-47,-90,-47
68,20,20,20
-72,-72,41,-72
45,100,100,100
-29,-29,12,-29
91,91,24,91
32,8,8,8
61,4,61,61
-32,-32,64,-32
-70,-91,-91,-91
-36,-55,-55,-55
15,15,-42,15
31,31,35,31
14,14,13,14
5,5,-20,5
-84,3,-84,-84
-72,86,86,86
-69,81,81,81
-47,-47,53,-47
0,0,68,0
79,6,6,6
1,-16,-16,-16
26,26,-91,26
-44,-44,56,-44
54,-49,54,54
-62,93,93,93
89,80,80,80
-55,-55,-70,-55
35,35,-65,35
45,64,45,45
-19,-19,-88,-19
100,-82,100,100
28,28,34,28
-94,5,-94,-94
-94,-94,39,-94
-73,-26,-73,-73
-64,-64,31,-64
14,-31,-31,-31
87,87,-76,87
-84,46,-84,-84
50,50,-10,50
-3,23,23,23
43,43,-81,43
78,-62,-62,-62
-40,-40,28,-40
78,19,78,78
79,79,-56,79
34,100,34,34
88,88,-14,88
95,-84,-84,-84
-22,-22,67,-22
91,91,-42,91
96,96,96,96
-64,78,78,78
88,-62,-62,-62
79,79,-75,79
-38,-38,-24,-38
55,-52,-52,-52
59,-50,-50,-50
52,-77,-77,-77
-81,-81,-35,-81
32,20,32,32
47,89,89,89
80,80,-41,80
-93,-93,-21,-93
-85,57,-85,-85
20,31,31,31
33,-14,33,33
95,-88,95,95
91,-73,91,91
-79,58,58,58
14,23,23,23
-15,-83,-83,-83
-51,-51,42,-51
82,82,54,82
-26,27,27,27
-13,-28,-13,-13
3,38,38,38
78,91,78,78
52,-23,52,52
56,-82,56,56
-49,49,-49,-49
47,-86,-86,-86
-16,7,7,7
-45,-45,-45,-45
-85,-81,-81,-81
-4,-91,-4,-4
31,31,39,31
-95,12,12,12
80,84,84,84
38,38,-47,38
-93,-93,51,-93
-65,-65,35,-65
-48,-48,39,-48
64,-95,-95,-95
49,-39,49,49
-7,-97,-7,-7
-72,-51,-51,-51
-71,5,-71,-71
-94,44,44,44
19,42,42,42
-25,-25,-92,-25
73,-87,73,73
-59,-18,-59,-59
66,-70,66,66
-99,-99,-90,-99
-85,-85,-42,-85
-40,-40,17,-40
73,-76,73,73
68,59,68,68
14,10,10,10
-6,-6,2,-6
-32,-32,7,-32
72,-14,72,72
58,58,-97,58
-17,38,-17,-17
-38,73,73,73
-86,74,-86,-86
-1,-23,-1,-1
-20,-4,-20,-20
-37,-37,28,-37
64,-92,64,64
36,57,57,57
86,92,92,92
23,78,23,23
-82,-82,-91,-82
-76,93,-76,-76
-89,89,-89,-89
-44,-89,-44,-44
79,-3,-3,-3
-54,-78,-54,-54
53,53,-26,53
61,-25,-25,-25
-84,-98,-84,-84
36,-42,-42,-42
-60,24,-60,-60
97,97,-92,97
41,-33,41,41
66,66,87,66
99,99,-16,99
66,-25,-25,-25
-46,26,26,26
-78,16,-78,-78
15,13,13,13
70,70,-53,70
-58,-58,-54,-58
58,-5,58,58
-7,13,13,13
-34,-75,-75,-75
75,-99,-99,-99
9,15,9,9
-16,99,-16,-16
-76,-11,-11,-11
10,78,10,10
-97,-83,-97,-97
-12,-12,-4,-12
58,16,58,58
-98,-98,-53,-98
-64,-57,-57,-57
-54,23,23,23
-69,49,49,49
-6,-6,26,-6
21,71,21,21
93,93,-56,93
77,77,-24,77
-76,-23,-23,-23
100,99,99,99
39,-57,-57,-57
-71,-29,-71,-71
-37,-72,-72,-72
-99,68,-99,-99
-64,-19,-64,-64
86,-27,86,86
38,-45,38,38
89,89,-71,89
-19,63,63,63
42,12,42,42
28,28,3,28
56,-74,56,56
43,43,88,43
23,23,-39,23
16,16,-98,16
48,29,48,48
-56,-27,-56,-56
84,14,84,84
-41,71,-41,-41
100,99,100,100
-7,-7,6,-7
-58,61,-58,-58
85,85,-48,85
-39,-39,85,-39
-82,-82,-36,-82
11,11,-92,11
54,54,61,54
-62,-38,-62,-62
-66,-66,-1,-66
5,-92,5,5
68,68,82,68
42,42,-44,42
-17,-17,-38,-17
68,-79,68,68
-23,17,-23,-23
-1,78,-1,-1
28,-87,28,28
71,71,-9,71
96,96,-85,96
-37,-32,-37,-37
-71,-71,55,-71
69,69,-32,69
-70,12,-70,-70
-5,-91,-5,-5
-82,-80,-82,-82
8,48,48,48
11,11,70,11
50,-100,-100,-100
99,18,18,18
44,44,71,44
71,31,71,71
-51,-51,77,-51
-87,-87,31,-87
-93,-93,-85,-93
-51,34,-51,-51
-11,92,92,92
-11,1,1,1
54,-94,54,54
-87,-87,-87,-87
80,80,80,80
-62,-62,-62,-62
6,6,6,6
-63,-63,-63,-63
79,79,79,79
-55,-55,-55,-55
15,15,15,15
23,23,23,23
-42,-42,-42,-42
53,53,53,53
1,1,1,1
71,71,71,71
11,11,11,11
32,32,32,32
-40,-40,-40,-40
-75,-75,-75,-75
-37,-37,-37,-37
97,97,97,97
74,74,74,74
-84,-84,-84,-84
35,35,35,35
-23,-23,-23,-23
25,25,25,25
-81,-81,-81,-81
-71,-71,-71,-71
46,46,46,46
-69,-69,-69,-69
-63,-63,-63,-63
-99,-99,-99,-99
24,24,24,24
67,67,67,67
84,84,84,84
-85,-85,-85,-85
-20,-20,-20,-20
43,43,43,43
-5,-5,-5,-5
54,54,54,54
21,21,21,21
-90,-90,-90,-90
-100,-100,-100,-100
83,83,83,83
-66,-66,-66,-66
-27,-27,-27,-27
-57,-57,-57,-57
-60,-60,-60,-60
-1,-1,-1,-1
46,46,46,46
6,6,6,6
35,35,35,35
-41,-41,-41,-41
-41,-41,-41,-41
58,58,58,58
2,2,2,2
25,25,25,25
98,98,98,98
-97,-97,-97,-97
40,40,40,40
-74,-74,-74,-74
49,49,49,49
2,2,2,2
-11,-11,-11,-11
98,98,98,98
-28,-28,-28,-28
-13,-13,-13,-13
18,18,18,18
-63,-63,-63,-63
75,75,75,75
-77,-77,-77,-77
-38,-38,-38,-38
84,84,84,84
-79,-79,-79,-79
98,98,98,98
66,66,66,66
-56,-56,-56,-56
8,8,8,8
-68,-68,-68,-68
-35,-35,-35,-35
-100,-100,-100,-100
86,86,86,86
69,69,69,69
-95,-95,-95,-95
24,24,24,24
-4,-4,-4,-4
-13,-13,-13,-13
-99,-99,-99,-99
-92,-92,-92,-92
39,39,39,39
25,25,25,25
100,100,100,100
-45,-45,-45,-45
70,70,70,70
-99,-99,-99,-99
-14,-14,-14,-14
12,12,12,12
87,87,87,87
71,71,71,71
-26,-26,-26,-26
-39,-39,-39,-39
-100,-100,-100,-100
