train
[-607 823 240 -832 590 383 -557 868 896 -491 370 116 -405 637 480 -399 -541 340 -500 479 891 -974 121 -199 -478 995 847 237 358 500 591 659 789 627 589 -387 65 699 180 61 -637 342 -926 -767 840 664 -728 475],28
[103 -647 -691 669 433 -527 -428 94 -812 557 715 -75 911 157 -8 125 -364 -86 733 223 -823 735 913 12 -105 -666 243 -149 109 -153 884 243 239 -577 -781 48 -33 270 -501 -737 973 859 -729 429 53 548 -889],35
[-118 128 474],0
[264 -488 192 224 -910 -266 668 -646 76 -70 254 784 708 -86 -122 340 372 -248 954 828 -152 -322 -676 498 -30 -332 668 -120 834 -212 -468 940 924 -550 772 714 -928 522 -534 -872 -986 -356 454],0
[514 -686 992 984 482 738 996 -146 -388 -52 -750 -872 -590 -562 944 878 916 544 -890 -692 378 666 -358 486 -682 -653 356 222],1
[471 -239 -73 281 -513 225 -533 -711 -253 -609 -738 837 605 -213 443 34 839 -549 -547 713 251 -691 -243 867 -479 617 -474 163 -262 -951 -901 441 15 971 679 -735 113 -235 152 -685 -891 -277 -99 489 -383],40
[-721 -537 231 563 59 -409 -549 -225 -653 99 721 951 -429 631 -967 459 759 -331 741 217 497 -103 255 -951 -135 751 -175 -863 -561 -555 813 325],32
[706 72 202 -738 -832 -174 -213 182 844 -172 -180 140 520 -168 558 396 -896 -67 -412 -350 -551 -938 -564 -552 956 52],3
[755 589 -741 -871 -183 687 -425 -995 975 -353 622 -293 417 -679 -232 -145 695 -611 758 283 85 627 -300 -591 627 -501 555 303 121],25
[-66 -406 -70 827 -106 58 274 -965 18 -417 663 -290 233 -286 -539 70 937 106 304 42 602 -647 904 -976 198 -83 -37 542],10
test
[-105 57 -719 607 903 433 -631 -467 795 791 -77 271 707 755 975 -615 -257 -683 -543 175 195 -673 -641 -215 567 613],26
[-19 -585 -707 3 277 677 -559 -581 -833 -293 -3 -373 -27 101 289 385 535 105 -797 -767 931 -167 929 -343 -765 601 631 983 775 415 -159 941 -715 187 165 127 45 -985 567],39
[-811 805 243 -89 -259 187 -15 725 527 -245 795 297 193 -467 -159 351 -445 487 -15 477 541 -557 263 -435 885 -419 -765 -295 -213 -563 811 -761 913],33
[-739 -451 415 863 -963 43 403 973 729 867 -615 -209 643 185 349 -561 571 -619 -881 91 459 -151 -31 -175 705 59],26
[105 551 773 -951 567 87 -155 -221 215 813 -493 665 -421 -507 363 495 -847 525 -347 127 -213 -581 985 -651 -51 -195 -493 -99 735 -265 635 99],32
[-637 -849 31 -409 939 35 -231 609 -733 -607 -749 -679 -957 -951 137 679 -481 -721 -535 591 165 377 305 621 633 905 -711 -641 -607 -655 -751 23 -995 497 939 -241 -887 -237 -135 -595 261 -103 -501 -471 -911 -809 243],47
[79 365 845 975 -309 -595 -231 -753 461 -437 -131 -913 -813 407 373 -217 -345 -189 -975 233 -455 -215 -855 689 701 -297 -491 889 439 453 891 -289 869 -939 791 -719 477 -271 913 239 921 885 -375 817 909 -861 -857],47
[-817 -395 -555 63 155 857 231 -651 -945 -275 345 407 -435 617 755 -593 -845 -217 -315 -713 -843 -787 833 -809 579 457 879 -3 -559 -231 359 -855 759 -255 -959 -635 789 479 -555 219 -531 735 155 55 875 -675 -987 -861 535],49
[-223 -33 43 -809 15 655 357 -861 427 -263 -845 559 -1 -679 825 -193 441 -139 -585 -325 -679 979 -137 -483 -519 633 -133 -825 -15 -251 -159 153 57 -577 -133 803 -927 -263 -937 -635 -225 243 -275],43
[347 935 -567 107 697 -309 -169 403 819 615 -347 -759 -271 277 89 -535 -719 -553],18
[-591 -761 -945 -945 -663 -481 853 789 675 -287 -667 299 677 61 -335 427 -137 523 513 -391 291 -103 -725 445 219 263 483 987 181 -673 57 -317 971 565 -787 209 -315 919],38
[117 -427 771 -219 -209 403 -483 329 -681 63 -917 -787 311 121 -971 843 -447 -887 -539 -589 889 945],22
[-413 -469 -351 761 -113 423 587 -999 -403 -943 -587 -17 -857 905 -441 -811 561 -779 507 -783 -489 -843 167 277 -201 -415 397 945 -5 897 -293 225 811 -531 59],35
[495 835 115 -57 267 623 661 -885 849 851 -253 -191 -365 -147 -653 -385 235 387 857],19
[-195 -53 307 603 -369 7 -909 705 -887 235 177 -543 -399 -391 155 -779 203 -717 -427 223 -909 -343 -655 -411 -65 919 787 529 -989 401 299 759 -955 -721 -323 -327 789 -297 801 -727 -761 537 579 157 561 -65],46
[965 -33 -943 -781 697 -795 729 -629 145 81 -729 -853 -859 -843 -727 -159 189 445 -673 293 -895 -545 -869 467 -791 225 -447 267 -357 -113 -749 733 -279 735],34
[531 -931 835 -835 539 -829 395 -245 -33 -663 779 879 -497 743 -687 -275 -635 371 279],19
[309 -929 183 -729 -197 -87 -451 -633 947 -131 -993 903 611 185 -647 805 753 383 833 279 133 -551 -687 -621 765 -297 -61 703],28
[-419 285 -603 447 -463 -233 983 -863 -901 -181 529 871 -977 505 57 921 -303 -497 191 63 -499 945 193 -345 -449 -849],26
[907 -409 707 -837 -705 -95 741 15 -907 293 -793 -561 -221 781 505 585 93 -555 767 129 573 -421 57 -813 361 339 341 -169],28
[-93 -969 861 -585 -289 -709 -365 37 177 -985 -195 289 635 101 -61 235 611 709 -759 891 371 -539 745 -729 -453 -73 -79 53 -707 -107],30
[287 265 -305 -849 695 -499 -795 187 -745 -325],10
[-177 -721 -695 347 -979 -603 -303 -673 -955 -67 585 -201 -249 315 -149 965 -589 -233 503 111 855 147 -293 81 -367 -853 355 17 45 -499],30
[681 -999 939 -999 -335 547 -453 -917 -733 -919 973 -51 181 -135 745 -63 471 -597 -751 631 -181],21
[-411 183 -529 29 -155 -79 -901 -927 -459 655 979 817 221 457 -491 -681 -319 401 241 -109],20
[909 -109 305 -49 133 805 -789 -41 -889 -111 -453 975 -961 -89 473 -669 -651 -981 -637 -337 -811 -963 867 -341 757 -397 -549 -607 987 25 -615 513 -315 -549 -645 757 -97 -479 299 5 -585 173 993 543 41],45
[-745 -841 127 881 -761 545 297 351 -671 -887 423 -335 -193 -703 187 27 -869 245 -101 145 -645 -777 -47 -907 -997 535 -825 123 -373 85 -533 -373 365 545 49 971 -313 939 817 27 -481 791],42
[145 -457 -215 761 -149 447 475 303 447 1 -17 885 507 -439 -757 271 517 -371 825 973 -107 973 -963 -913 -19 -575 -103 199 37 -745 -939 -963 -515 -785 585 -457 -379 -267 157 -487],40
[643 -877 231 -893 -549 885 -799 721 -777 913 433 -315 -369 499 -377 -861 831 -383 -201 -817 -515 -759 903 -199 -361 -811 -611 -623 891 -853 609 511 -21 463 361 697],36
[369 -17 -865 -665 -111 947 -571 645 -7],9
[-51 301 797 781 -269 903 -189 809 -183 -141 -569 251 129 -841 779 -365 353 559 399 -67 -237 849 -665 -569 3 547 3 83 -469 275 685 -211 573 -517 301 907 267 431 -285 -371 549 -765 -635 447],44
[101 -795 -199 717 -147 557 249 363 209 619 663 -403 -699 -269 365 -403 225 -949 543 525 573 335 287 973 -847 -581 551 619 -739 -385 -343 -277 -441 425 -719 521 -717 419 -803 733 489],41
[235 -841 -25 931 83 445 213 -361 397 439 747 -411 -487 139 947 629 713 403 631 29 -513 739 153 477 -27 271 -503 -303 469 -23 787 -73 -301 -335 923 223 601 -55 -203 3 -289],41
[-363 877 365 -663 -97 -887 -269 -815 859 -403 -737 -49 885 -883 -195 -979 -939 237 -157 981 685 477 -689],23
